t,f,m,y,l,r,RateOfUseByTechnology
LNDFOR,LND,1,2028,S12,RE1,252.6889
LNDFOR,LND,1,2029,S12,RE1,252.5043
LNDFOR,LND,1,2030,S12,RE1,252.317
LNDFOR,LND,1,2031,S12,RE1,252.317
LNDFOR,LND,1,2032,S12,RE1,252.317
LNDFOR,LND,1,2033,S12,RE1,252.317
LNDFOR,LND,1,2034,S12,RE1,252.317
LNDFOR,LND,1,2035,S12,RE1,252.317
LNDFOR,WTRPRC,1,2020,S12,RE1,304.32
LNDFOR,WTRPRC,1,2021,S12,RE1,292.32
LNDFOR,WTRPRC,1,2022,S12,RE1,280.32
LNDFOR,WTRPRC,1,2023,S12,RE1,268.32
LNDFOR,WTRPRC,1,2024,S12,RE1,256.32
LNDFOR,WTRPRC,1,2025,S12,RE1,244.32
LNDFOR,WTRPRC,1,2026,S12,RE1,303.5189
LNDFOR,WTRPRC,1,2027,S12,RE1,303.3276
LNDFOR,WTRPRC,1,2028,S12,RE1,303.2267
LNDFOR,WTRPRC,1,2029,S12,RE1,303.0052
LNDFOR,WTRPRC,1,2030,S12,RE1,302.7804
LNDFOR,WTRPRC,1,2031,S12,RE1,302.7804
LNDFOR,WTRPRC,1,2032,S12,RE1,302.7804
LNDFOR,WTRPRC,1,2033,S12,RE1,302.7804
LNDFOR,WTRPRC,1,2034,S12,RE1,302.7804
LNDFOR,WTRPRC,1,2035,S12,RE1,302.7804
LNDMAIIRR,AGRDSL,1,2020,S12,RE1,0.1665
LNDMAIIRR,AGRDSL,1,2021,S12,RE1,0.3616
LNDMAIIRR,AGRDSL,1,2022,S12,RE1,0.5577
LNDMAIIRR,AGRDSL,1,2023,S12,RE1,0.7528
LNDMAIIRR,AGRDSL,1,2024,S12,RE1,0.9489
LNDMAIIRR,AGRDSL,1,2025,S12,RE1,1.1567
LNDMAIIRR,AGRDSL,1,2026,S12,RE1,1.3528
LNDMAIIRR,AGRDSL,1,2027,S12,RE1,1.5501
LNDMAIIRR,AGRDSL,1,2028,S12,RE1,1.759
LNDMAIIRR,AGRDSL,1,2029,S12,RE1,1.9678
LNDMAIIRR,AGRDSL,1,2030,S12,RE1,2.1778
LNDMAIIRR,AGRDSL,1,2031,S12,RE1,2.2384
LNDMAIIRR,AGRDSL,1,2032,S12,RE1,2.299
LNDMAIIRR,AGRDSL,1,2033,S12,RE1,2.3596
LNDMAIIRR,AGRDSL,1,2034,S12,RE1,2.4202
LNDMAIIRR,AGRDSL,1,2035,S12,RE1,2.4818
LNDMAIIRR,AGRWAT,1,2020,S12,RE1,0.1019
LNDMAIIRR,AGRWAT,1,2021,S12,RE1,0.2214
LNDMAIIRR,AGRWAT,1,2022,S12,RE1,0.3415
LNDMAIIRR,AGRWAT,1,2023,S12,RE1,0.4609
LNDMAIIRR,AGRWAT,1,2024,S12,RE1,0.581
LNDMAIIRR,AGRWAT,1,2025,S12,RE1,0.7082
LNDMAIIRR,AGRWAT,1,2026,S12,RE1,0.8283
LNDMAIIRR,AGRWAT,1,2027,S12,RE1,0.949
LNDMAIIRR,AGRWAT,1,2028,S12,RE1,1.0769
LNDMAIIRR,AGRWAT,1,2029,S12,RE1,1.2048
LNDMAIIRR,AGRWAT,1,2030,S12,RE1,1.3333
LNDMAIIRR,AGRWAT,1,2031,S12,RE1,1.3704
LNDMAIIRR,AGRWAT,1,2032,S12,RE1,1.4075
LNDMAIIRR,AGRWAT,1,2033,S12,RE1,1.4446
LNDMAIIRR,AGRWAT,1,2034,S12,RE1,1.4817
LNDMAIIRR,AGRWAT,1,2035,S12,RE1,1.5195
LNDMAIIRR,LND,1,2020,S12,RE1,0.3398
LNDMAIIRR,LND,1,2021,S12,RE1,0.7379
LNDMAIIRR,LND,1,2022,S12,RE1,1.1382
LNDMAIIRR,LND,1,2023,S12,RE1,1.5363
LNDMAIIRR,LND,1,2024,S12,RE1,1.9366
LNDMAIIRR,LND,1,2025,S12,RE1,2.3607
LNDMAIIRR,LND,1,2026,S12,RE1,2.7609
LNDMAIIRR,LND,1,2027,S12,RE1,3.1634
LNDMAIIRR,LND,1,2028,S12,RE1,3.5897
LNDMAIIRR,LND,1,2029,S12,RE1,4.016
LNDMAIIRR,LND,1,2030,S12,RE1,4.4445
LNDMAIIRR,LND,1,2031,S12,RE1,4.5681
LNDMAIIRR,LND,1,2032,S12,RE1,4.6918
LNDMAIIRR,LND,1,2033,S12,RE1,4.8155
LNDMAIIRR,LND,1,2034,S12,RE1,4.9391
LNDMAIIRR,LND,1,2035,S12,RE1,5.065
LNDMAIIRR,WTRPRC,1,2020,S12,RE1,0.4078
LNDMAIIRR,WTRPRC,1,2021,S12,RE1,0.8855
LNDMAIIRR,WTRPRC,1,2022,S12,RE1,1.3658
LNDMAIIRR,WTRPRC,1,2023,S12,RE1,1.8436
LNDMAIIRR,WTRPRC,1,2024,S12,RE1,2.3239
LNDMAIIRR,WTRPRC,1,2025,S12,RE1,2.8328
LNDMAIIRR,WTRPRC,1,2026,S12,RE1,3.3131
LNDMAIIRR,WTRPRC,1,2027,S12,RE1,3.7961
LNDMAIIRR,WTRPRC,1,2028,S12,RE1,4.3076
LNDMAIIRR,WTRPRC,1,2029,S12,RE1,4.8192
LNDMAIIRR,WTRPRC,1,2030,S12,RE1,5.3334
LNDMAIIRR,WTRPRC,1,2031,S12,RE1,5.4817
LNDMAIIRR,WTRPRC,1,2032,S12,RE1,5.6302
LNDMAIIRR,WTRPRC,1,2033,S12,RE1,5.7786
LNDMAIIRR,WTRPRC,1,2034,S12,RE1,5.9269
LNDMAIIRR,WTRPRC,1,2035,S12,RE1,6.078
LNDMAIRNF,AGRDSL,1,2020,S12,RE1,1.2054
LNDMAIRNF,AGRDSL,1,2021,S12,RE1,1.0849
LNDMAIRNF,AGRDSL,1,2022,S12,RE1,0.9643
LNDMAIRNF,AGRDSL,1,2023,S12,RE1,0.8438
LNDMAIRNF,AGRDSL,1,2024,S12,RE1,0.7232
LNDMAIRNF,AGRDSL,1,2025,S12,RE1,0.6027
LNDMAIRNF,AGRDSL,1,2026,S12,RE1,0.4822
LNDMAIRNF,AGRDSL,1,2027,S12,RE1,0.3616
LNDMAIRNF,AGRDSL,1,2028,S12,RE1,0.2411
LNDMAIRNF,AGRDSL,1,2029,S12,RE1,0.1205
LNDMAIRNF,AGRDSL,1,2030,S12,RE1,0.0
LNDMAIRNF,AGRDSL,1,2031,S12,RE1,0.0
LNDMAIRNF,AGRDSL,1,2032,S12,RE1,0.0
LNDMAIRNF,AGRDSL,1,2033,S12,RE1,0.0
LNDMAIRNF,AGRDSL,1,2034,S12,RE1,0.0
LNDMAIRNF,AGRDSL,1,2035,S12,RE1,0.0
LNDMAIRNF,LND,1,2020,S12,RE1,4.1
LNDMAIRNF,LND,1,2021,S12,RE1,3.69
LNDMAIRNF,LND,1,2022,S12,RE1,3.28
LNDMAIRNF,LND,1,2023,S12,RE1,2.87
LNDMAIRNF,LND,1,2024,S12,RE1,2.46
LNDMAIRNF,LND,1,2025,S12,RE1,2.05
LNDMAIRNF,LND,1,2026,S12,RE1,1.64
LNDMAIRNF,LND,1,2027,S12,RE1,1.23
LNDMAIRNF,LND,1,2028,S12,RE1,0.82
LNDMAIRNF,LND,1,2029,S12,RE1,0.41
LNDMAIRNF,LND,1,2030,S12,RE1,0.0
LNDMAIRNF,LND,1,2031,S12,RE1,0.0
LNDMAIRNF,LND,1,2032,S12,RE1,0.0
LNDMAIRNF,LND,1,2033,S12,RE1,0.0
LNDMAIRNF,LND,1,2034,S12,RE1,0.0
LNDMAIRNF,LND,1,2035,S12,RE1,0.0
LNDMAIRNF,WTRPRC,1,2020,S12,RE1,4.92
LNDMAIRNF,WTRPRC,1,2021,S12,RE1,4.428
LNDMAIRNF,WTRPRC,1,2022,S12,RE1,3.936
LNDMAIRNF,WTRPRC,1,2023,S12,RE1,3.444
LNDMAIRNF,WTRPRC,1,2024,S12,RE1,2.952
LNDMAIRNF,WTRPRC,1,2025,S12,RE1,2.46
LNDMAIRNF,WTRPRC,1,2026,S12,RE1,1.968
LNDMAIRNF,WTRPRC,1,2027,S12,RE1,1.476
LNDMAIRNF,WTRPRC,1,2028,S12,RE1,0.984
LNDMAIRNF,WTRPRC,1,2029,S12,RE1,0.492
LNDMAIRNF,WTRPRC,1,2030,S12,RE1,0.0
LNDMAIRNF,WTRPRC,1,2031,S12,RE1,0.0
LNDMAIRNF,WTRPRC,1,2032,S12,RE1,0.0
LNDMAIRNF,WTRPRC,1,2033,S12,RE1,0.0
LNDMAIRNF,WTRPRC,1,2034,S12,RE1,0.0
LNDMAIRNF,WTRPRC,1,2035,S12,RE1,0.0
LNDRICIRR,AGRDSL,1,2020,S12,RE1,0.2695
LNDRICIRR,AGRDSL,1,2021,S12,RE1,0.3123
LNDRICIRR,AGRDSL,1,2022,S12,RE1,0.3646
LNDRICIRR,AGRDSL,1,2023,S12,RE1,0.417
LNDRICIRR,AGRDSL,1,2024,S12,RE1,0.47
LNDRICIRR,AGRDSL,1,2025,S12,RE1,0.5232
LNDRICIRR,AGRDSL,1,2026,S12,RE1,0.5765
LNDRICIRR,AGRDSL,1,2027,S12,RE1,0.6299
LNDRICIRR,AGRDSL,1,2028,S12,RE1,0.6837
LNDRICIRR,AGRDSL,1,2029,S12,RE1,0.7383
LNDRICIRR,AGRDSL,1,2030,S12,RE1,0.7926
LNDRICIRR,AGRDSL,1,2031,S12,RE1,0.8084
LNDRICIRR,AGRDSL,1,2032,S12,RE1,0.8246
LNDRICIRR,AGRDSL,1,2033,S12,RE1,0.8414
LNDRICIRR,AGRDSL,1,2034,S12,RE1,0.8581
LNDRICIRR,AGRDSL,1,2035,S12,RE1,0.8752
LNDRICIRR,AGRWAT,1,2020,S12,RE1,0.2475
LNDRICIRR,AGRWAT,1,2021,S12,RE1,0.2868
LNDRICIRR,AGRWAT,1,2022,S12,RE1,0.3348
LNDRICIRR,AGRWAT,1,2023,S12,RE1,0.383
LNDRICIRR,AGRWAT,1,2024,S12,RE1,0.4316
LNDRICIRR,AGRWAT,1,2025,S12,RE1,0.4805
LNDRICIRR,AGRWAT,1,2026,S12,RE1,0.5295
LNDRICIRR,AGRWAT,1,2027,S12,RE1,0.5785
LNDRICIRR,AGRWAT,1,2028,S12,RE1,0.6279
LNDRICIRR,AGRWAT,1,2029,S12,RE1,0.678
LNDRICIRR,AGRWAT,1,2030,S12,RE1,0.7279
LNDRICIRR,AGRWAT,1,2031,S12,RE1,0.7424
LNDRICIRR,AGRWAT,1,2032,S12,RE1,0.7573
LNDRICIRR,AGRWAT,1,2033,S12,RE1,0.7727
LNDRICIRR,AGRWAT,1,2034,S12,RE1,0.788
LNDRICIRR,AGRWAT,1,2035,S12,RE1,0.8038
LNDRICIRR,LND,1,2020,S12,RE1,0.55
LNDRICIRR,LND,1,2021,S12,RE1,0.6373
LNDRICIRR,LND,1,2022,S12,RE1,0.744
LNDRICIRR,LND,1,2023,S12,RE1,0.8511
LNDRICIRR,LND,1,2024,S12,RE1,0.9591
LNDRICIRR,LND,1,2025,S12,RE1,1.0677
LNDRICIRR,LND,1,2026,S12,RE1,1.1766
LNDRICIRR,LND,1,2027,S12,RE1,1.2855
LNDRICIRR,LND,1,2028,S12,RE1,1.3954
LNDRICIRR,LND,1,2029,S12,RE1,1.5067
LNDRICIRR,LND,1,2030,S12,RE1,1.6175
LNDRICIRR,LND,1,2031,S12,RE1,1.6498
LNDRICIRR,LND,1,2032,S12,RE1,1.6829
LNDRICIRR,LND,1,2033,S12,RE1,1.7171
LNDRICIRR,LND,1,2034,S12,RE1,1.7512
LNDRICIRR,LND,1,2035,S12,RE1,1.7862
LNDRICIRR,WTRPRC,1,2020,S12,RE1,0.66
LNDRICIRR,WTRPRC,1,2021,S12,RE1,0.7648
LNDRICIRR,WTRPRC,1,2022,S12,RE1,0.8928
LNDRICIRR,WTRPRC,1,2023,S12,RE1,1.0213
LNDRICIRR,WTRPRC,1,2024,S12,RE1,1.1509
LNDRICIRR,WTRPRC,1,2025,S12,RE1,1.2812
LNDRICIRR,WTRPRC,1,2026,S12,RE1,1.4119
LNDRICIRR,WTRPRC,1,2027,S12,RE1,1.5426
LNDRICIRR,WTRPRC,1,2028,S12,RE1,1.6745
LNDRICIRR,WTRPRC,1,2029,S12,RE1,1.808
LNDRICIRR,WTRPRC,1,2030,S12,RE1,1.941
LNDRICIRR,WTRPRC,1,2031,S12,RE1,1.9798
LNDRICIRR,WTRPRC,1,2032,S12,RE1,2.0195
LNDRICIRR,WTRPRC,1,2033,S12,RE1,2.0605
LNDRICIRR,WTRPRC,1,2034,S12,RE1,2.1014
LNDRICIRR,WTRPRC,1,2035,S12,RE1,2.1434
LNDRICRNF,AGRDSL,1,2020,S12,RE1,0.4184
LNDRICRNF,AGRDSL,1,2021,S12,RE1,0.3766
LNDRICRNF,AGRDSL,1,2022,S12,RE1,0.3346
LNDRICRNF,AGRDSL,1,2023,S12,RE1,0.2928
LNDRICRNF,AGRDSL,1,2024,S12,RE1,0.2511
LNDRICRNF,AGRDSL,1,2025,S12,RE1,0.209
LNDRICRNF,AGRDSL,1,2026,S12,RE1,0.1673
LNDRICRNF,AGRDSL,1,2027,S12,RE1,0.1255
LNDRICRNF,AGRDSL,1,2028,S12,RE1,0.0838
LNDRICRNF,AGRDSL,1,2029,S12,RE1,0.0417
LNDRICRNF,AGRDSL,1,2030,S12,RE1,0.0
LNDRICRNF,AGRDSL,1,2031,S12,RE1,0.0
LNDRICRNF,AGRDSL,1,2032,S12,RE1,0.0
LNDRICRNF,AGRDSL,1,2033,S12,RE1,0.0
LNDRICRNF,AGRDSL,1,2034,S12,RE1,0.0
LNDRICRNF,AGRDSL,1,2035,S12,RE1,0.0
LNDRICRNF,LND,1,2020,S12,RE1,1.423
LNDRICRNF,LND,1,2021,S12,RE1,1.281
LNDRICRNF,LND,1,2022,S12,RE1,1.138
LNDRICRNF,LND,1,2023,S12,RE1,0.996
LNDRICRNF,LND,1,2024,S12,RE1,0.854
LNDRICRNF,LND,1,2025,S12,RE1,0.711
LNDRICRNF,LND,1,2026,S12,RE1,0.569
LNDRICRNF,LND,1,2027,S12,RE1,0.427
LNDRICRNF,LND,1,2028,S12,RE1,0.285
LNDRICRNF,LND,1,2029,S12,RE1,0.142
LNDRICRNF,LND,1,2030,S12,RE1,0.0
LNDRICRNF,LND,1,2031,S12,RE1,0.0
LNDRICRNF,LND,1,2032,S12,RE1,0.0
LNDRICRNF,LND,1,2033,S12,RE1,0.0
LNDRICRNF,LND,1,2034,S12,RE1,0.0
LNDRICRNF,LND,1,2035,S12,RE1,0.0
LNDRICRNF,WTRPRC,1,2020,S12,RE1,1.7076
LNDRICRNF,WTRPRC,1,2021,S12,RE1,1.5372
LNDRICRNF,WTRPRC,1,2022,S12,RE1,1.3656
LNDRICRNF,WTRPRC,1,2023,S12,RE1,1.1952
LNDRICRNF,WTRPRC,1,2024,S12,RE1,1.0248
LNDRICRNF,WTRPRC,1,2025,S12,RE1,0.8532
LNDRICRNF,WTRPRC,1,2026,S12,RE1,0.6828
LNDRICRNF,WTRPRC,1,2027,S12,RE1,0.5124
LNDRICRNF,WTRPRC,1,2028,S12,RE1,0.342
LNDRICRNF,WTRPRC,1,2029,S12,RE1,0.1704
LNDRICRNF,WTRPRC,1,2030,S12,RE1,0.0
LNDRICRNF,WTRPRC,1,2031,S12,RE1,0.0
LNDRICRNF,WTRPRC,1,2032,S12,RE1,0.0
LNDRICRNF,WTRPRC,1,2033,S12,RE1,0.0
LNDRICRNF,WTRPRC,1,2034,S12,RE1,0.0
LNDRICRNF,WTRPRC,1,2035,S12,RE1,0.0
LNDWAT,LND,1,2020,S12,RE1,24.9873
LNDWAT,LND,1,2021,S12,RE1,0.0
LNDWAT,LND,1,2022,S12,RE1,0.0
LNDWAT,LND,1,2023,S12,RE1,0.0
LNDWAT,LND,1,2024,S12,RE1,2.2117
LNDWAT,LND,1,2025,S12,RE1,6.4073
LNDWAT,LND,1,2026,S12,RE1,25.021
LNDWAT,LND,1,2027,S12,RE1,25.021
LNDWAT,LND,1,2028,S12,RE1,25.021
LNDWAT,LND,1,2029,S12,RE1,25.021
LNDWAT,LND,1,2030,S12,RE1,25.021
LNDWAT,LND,1,2031,S12,RE1,24.7651
LNDWAT,LND,1,2032,S12,RE1,24.4082
LNDWAT,LND,1,2033,S12,RE1,24.0505
LNDWAT,LND,1,2034,S12,RE1,23.7927
LNDWAT,LND,1,2035,S12,RE1,23.4318
LNDWAT,WTRPRC,1,2020,S12,RE1,29.9848
LNDWAT,WTRPRC,1,2021,S12,RE1,0.0
LNDWAT,WTRPRC,1,2022,S12,RE1,0.0
LNDWAT,WTRPRC,1,2023,S12,RE1,0.0
LNDWAT,WTRPRC,1,2024,S12,RE1,2.654
LNDWAT,WTRPRC,1,2025,S12,RE1,7.6888
LNDWAT,WTRPRC,1,2026,S12,RE1,30.0252
LNDWAT,WTRPRC,1,2027,S12,RE1,30.0252
LNDWAT,WTRPRC,1,2028,S12,RE1,30.0252
LNDWAT,WTRPRC,1,2029,S12,RE1,30.0252
LNDWAT,WTRPRC,1,2030,S12,RE1,30.0252
LNDWAT,WTRPRC,1,2031,S12,RE1,29.7181
LNDWAT,WTRPRC,1,2032,S12,RE1,29.2898
LNDWAT,WTRPRC,1,2033,S12,RE1,28.8606
LNDWAT,WTRPRC,1,2034,S12,RE1,28.5512
LNDWAT,WTRPRC,1,2035,S12,RE1,28.1182
PWRCOA,COA,1,2020,S12,RE1,328.728
PWRCOA,COA,1,2021,S12,RE1,363.3372
PWRCOA,COA,1,2022,S12,RE1,378.432
PWRCOA,COA,1,2023,S12,RE1,378.432
PWRCOA,COA,1,2024,S12,RE1,378.432
PWRCOA,COA,1,2025,S12,RE1,378.432
PWRCOA,COA,1,2026,S12,RE1,378.432
PWRCOA,COA,1,2027,S12,RE1,378.432
PWRCOA,COA,1,2028,S12,RE1,378.432
PWRCOA,COA,1,2029,S12,RE1,378.432
PWRCOA,COA,1,2030,S12,RE1,20.2731
PWRCOA,COA,1,2031,S12,RE1,20.2731
PWRCOA,COA,1,2032,S12,RE1,20.2731
PWRCOA,COA,1,2033,S12,RE1,20.2731
PWRCOA,COA,1,2034,S12,RE1,20.2731
PWRCOA,COA,1,2035,S12,RE1,20.2731
PWRCOA,PWRWAT,1,2020,S12,RE1,0.0285
PWRCOA,PWRWAT,1,2021,S12,RE1,0.0315
PWRCOA,PWRWAT,1,2022,S12,RE1,0.0328
PWRCOA,PWRWAT,1,2023,S12,RE1,0.0328
PWRCOA,PWRWAT,1,2024,S12,RE1,0.0328
PWRCOA,PWRWAT,1,2025,S12,RE1,0.0328
PWRCOA,PWRWAT,1,2026,S12,RE1,0.0328
PWRCOA,PWRWAT,1,2027,S12,RE1,0.0328
PWRCOA,PWRWAT,1,2028,S12,RE1,0.0328
PWRCOA,PWRWAT,1,2029,S12,RE1,0.0328
PWRCOA,PWRWAT,1,2030,S12,RE1,0.0018
PWRCOA,PWRWAT,1,2031,S12,RE1,0.0018
PWRCOA,PWRWAT,1,2032,S12,RE1,0.0018
PWRCOA,PWRWAT,1,2033,S12,RE1,0.0018
PWRCOA,PWRWAT,1,2034,S12,RE1,0.0018
PWRCOA,PWRWAT,1,2035,S12,RE1,0.0018
PWRGAS,GAS,1,2020,S12,RE1,0.0
PWRGAS,GAS,1,2021,S12,RE1,0.0
PWRGAS,GAS,1,2022,S12,RE1,18.728
PWRGAS,GAS,1,2023,S12,RE1,49.3984
PWRGAS,GAS,1,2024,S12,RE1,79.9674
PWRGAS,GAS,1,2025,S12,RE1,112.4366
PWRGAS,GAS,1,2026,S12,RE1,148.6302
PWRGAS,GAS,1,2027,S12,RE1,184.8358
PWRGAS,GAS,1,2028,S12,RE1,222.9454
PWRGAS,GAS,1,2029,S12,RE1,264.8004
PWRGAS,GAS,1,2030,S12,RE1,547.275
PWRGAS,GAS,1,2031,S12,RE1,592.5728
PWRGAS,GAS,1,2032,S12,RE1,641.6184
PWRGAS,GAS,1,2033,S12,RE1,692.5488
PWRGAS,GAS,1,2034,S12,RE1,747.2292
PWRGAS,GAS,1,2035,S12,RE1,803.7994
PWRGAS,PWRWAT,1,2020,S12,RE1,0.0
PWRGAS,PWRWAT,1,2021,S12,RE1,0.0
PWRGAS,PWRWAT,1,2022,S12,RE1,0.0021
PWRGAS,PWRWAT,1,2023,S12,RE1,0.0054
PWRGAS,PWRWAT,1,2024,S12,RE1,0.0088
PWRGAS,PWRWAT,1,2025,S12,RE1,0.0124
PWRGAS,PWRWAT,1,2026,S12,RE1,0.0163
PWRGAS,PWRWAT,1,2027,S12,RE1,0.0203
PWRGAS,PWRWAT,1,2028,S12,RE1,0.0245
PWRGAS,PWRWAT,1,2029,S12,RE1,0.0291
PWRGAS,PWRWAT,1,2030,S12,RE1,0.0602
PWRGAS,PWRWAT,1,2031,S12,RE1,0.0652
PWRGAS,PWRWAT,1,2032,S12,RE1,0.0706
PWRGAS,PWRWAT,1,2033,S12,RE1,0.0762
PWRGAS,PWRWAT,1,2034,S12,RE1,0.0822
PWRGAS,PWRWAT,1,2035,S12,RE1,0.0884
PWRHYD,HYD,1,2020,S12,RE1,28.3824
PWRHYD,HYD,1,2021,S12,RE1,28.3824
PWRHYD,HYD,1,2022,S12,RE1,28.3824
PWRHYD,HYD,1,2023,S12,RE1,28.3824
PWRHYD,HYD,1,2024,S12,RE1,28.3824
PWRHYD,HYD,1,2025,S12,RE1,28.3824
PWRHYD,HYD,1,2026,S12,RE1,28.3824
PWRHYD,HYD,1,2027,S12,RE1,28.3824
PWRHYD,HYD,1,2028,S12,RE1,28.3824
PWRHYD,HYD,1,2029,S12,RE1,28.3824
PWRHYD,HYD,1,2030,S12,RE1,28.3824
PWRHYD,HYD,1,2031,S12,RE1,28.3824
PWRHYD,HYD,1,2032,S12,RE1,28.3824
PWRHYD,HYD,1,2033,S12,RE1,28.3824
PWRHYD,HYD,1,2034,S12,RE1,28.3824
PWRHYD,HYD,1,2035,S12,RE1,28.3824
PWRSOL,SOL,1,2020,S12,RE1,0.6307
PWRSOL,SOL,1,2021,S12,RE1,0.6307
PWRSOL,SOL,1,2022,S12,RE1,0.6307
PWRSOL,SOL,1,2023,S12,RE1,0.6307
PWRSOL,SOL,1,2024,S12,RE1,0.6307
PWRSOL,SOL,1,2025,S12,RE1,0.6307
PWRSOL,SOL,1,2026,S12,RE1,0.6307
PWRSOL,SOL,1,2027,S12,RE1,0.6307
PWRSOL,SOL,1,2028,S12,RE1,0.6307
PWRSOL,SOL,1,2029,S12,RE1,0.6307
PWRSOL,SOL,1,2030,S12,RE1,0.6307
PWRSOL,SOL,1,2031,S12,RE1,0.6307
PWRSOL,SOL,1,2032,S12,RE1,0.6307
PWRSOL,SOL,1,2033,S12,RE1,0.6307
PWRSOL,SOL,1,2034,S12,RE1,0.6307
PWRSOL,SOL,1,2035,S12,RE1,0.6307
PWRTRN,ELC001,1,2020,S12,RE1,152.6227
PWRTRN,ELC001,1,2021,S12,RE1,164.159
PWRTRN,ELC001,1,2022,S12,RE1,178.5546
PWRTRN,ELC001,1,2023,S12,RE1,193.8898
PWRTRN,ELC001,1,2024,S12,RE1,209.1743
PWRTRN,ELC001,1,2025,S12,RE1,225.4089
PWRTRN,ELC001,1,2026,S12,RE1,243.5058
PWRTRN,ELC001,1,2027,S12,RE1,261.6085
PWRTRN,ELC001,1,2028,S12,RE1,280.6634
PWRTRN,ELC001,1,2029,S12,RE1,301.5908
PWRTRN,ELC001,1,2030,S12,RE1,323.4419
PWRTRN,ELC001,1,2031,S12,RE1,346.0907
PWRTRN,ELC001,1,2032,S12,RE1,370.6136
PWRTRN,ELC001,1,2033,S12,RE1,396.0787
PWRTRN,ELC001,1,2034,S12,RE1,423.4189
PWRTRN,ELC001,1,2035,S12,RE1,451.7041
PWRWND,WND,1,2020,S12,RE1,14.6642
PWRWND,WND,1,2021,S12,RE1,14.6642
PWRWND,WND,1,2022,S12,RE1,14.6642
PWRWND,WND,1,2023,S12,RE1,14.6642
PWRWND,WND,1,2024,S12,RE1,14.6642
PWRWND,WND,1,2025,S12,RE1,14.6642
PWRWND,WND,1,2026,S12,RE1,14.6642
PWRWND,WND,1,2027,S12,RE1,14.6642
PWRWND,WND,1,2028,S12,RE1,14.6642
PWRWND,WND,1,2029,S12,RE1,14.6642
PWRWND,WND,1,2030,S12,RE1,14.6642
PWRWND,WND,1,2031,S12,RE1,14.6642
PWRWND,WND,1,2032,S12,RE1,14.6642
PWRWND,WND,1,2033,S12,RE1,14.6642
PWRWND,WND,1,2034,S12,RE1,14.6642
PWRWND,WND,1,2035,S12,RE1,14.6642
RSCHYD,WTRRUN,1,2020,S12,RE1,81.0926
RSCHYD,WTRRUN,1,2021,S12,RE1,81.0926
RSCHYD,WTRRUN,1,2022,S12,RE1,81.0926
RSCHYD,WTRRUN,1,2023,S12,RE1,81.0926
RSCHYD,WTRRUN,1,2024,S12,RE1,81.0926
RSCHYD,WTRRUN,1,2025,S12,RE1,81.0926
RSCHYD,WTRRUN,1,2026,S12,RE1,81.0926
RSCHYD,WTRRUN,1,2027,S12,RE1,81.0926
RSCHYD,WTRRUN,1,2028,S12,RE1,81.0926
RSCHYD,WTRRUN,1,2029,S12,RE1,81.0926
RSCHYD,WTRRUN,1,2030,S12,RE1,81.0926
RSCHYD,WTRRUN,1,2031,S12,RE1,81.0926
RSCHYD,WTRRUN,1,2032,S12,RE1,81.0926
RSCHYD,WTRRUN,1,2033,S12,RE1,81.0926
RSCHYD,WTRRUN,1,2034,S12,RE1,81.0926
RSCHYD,WTRRUN,1,2035,S12,RE1,81.0926
UPSWTRSUR,WTRRUN,1,2020,S12,RE1,0.0
UPSWTRSUR,WTRRUN,1,2021,S12,RE1,0.0
UPSWTRSUR,WTRRUN,1,2022,S12,RE1,0.0
UPSWTRSUR,WTRRUN,1,2023,S12,RE1,0.0
UPSWTRSUR,WTRRUN,1,2024,S12,RE1,0.0
UPSWTRSUR,WTRRUN,1,2025,S12,RE1,0.0
UPSWTRSUR,WTRRUN,1,2026,S12,RE1,0.0
UPSWTRSUR,WTRRUN,1,2027,S12,RE1,0.0
UPSWTRSUR,WTRRUN,1,2028,S12,RE1,0.0
UPSWTRSUR,WTRRUN,1,2029,S12,RE1,0.0
UPSWTRSUR,WTRRUN,1,2030,S12,RE1,0.0
UPSWTRSUR,WTRRUN,1,2031,S12,RE1,0.0
UPSWTRSUR,WTRRUN,1,2032,S12,RE1,0.0
UPSWTRSUR,WTRRUN,1,2033,S12,RE1,0.0
UPSWTRSUR,WTRRUN,1,2034,S12,RE1,0.0
UPSWTRSUR,WTRRUN,1,2035,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2020,S21,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2021,S21,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2022,S21,RE1,0.1794
DEMAGRGWTWAT,ELC002,1,2023,S21,RE1,0.378
DEMAGRGWTWAT,ELC002,1,2024,S21,RE1,0.324
DEMAGRGWTWAT,ELC002,1,2025,S21,RE1,0.27
DEMAGRGWTWAT,ELC002,1,2026,S21,RE1,0.216
DEMAGRGWTWAT,ELC002,1,2027,S21,RE1,0.162
DEMAGRGWTWAT,ELC002,1,2028,S21,RE1,0.108
DEMAGRGWTWAT,ELC002,1,2029,S21,RE1,0.054
DEMAGRGWTWAT,ELC002,1,2030,S21,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2031,S21,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2032,S21,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2033,S21,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2034,S21,RE1,0.0
