t,f,m,y,l,r,RateOfProductionByTechnologyByMode
DEMPWRSURWAT,PWRWAT,1,2025,S12,RE1,0.0452
DEMPWRSURWAT,PWRWAT,1,2026,S12,RE1,0.0491
DEMPWRSURWAT,PWRWAT,1,2027,S12,RE1,0.0531
DEMPWRSURWAT,PWRWAT,1,2028,S12,RE1,0.0574
DEMPWRSURWAT,PWRWAT,1,2029,S12,RE1,0.0619
DEMPWRSURWAT,PWRWAT,1,2030,S12,RE1,0.0619
DEMPWRSURWAT,PWRWAT,1,2031,S12,RE1,0.0692
DEMPWRSURWAT,PWRWAT,1,2032,S12,RE1,0.0723
DEMPWRSURWAT,PWRWAT,1,2033,S12,RE1,0.0779
DEMPWRSURWAT,PWRWAT,1,2034,S12,RE1,0.0839
DEMPWRSURWAT,PWRWAT,1,2035,S12,RE1,0.0902
DEMTRABIO,TRABIO,1,2020,S12,RE1,9.9997
DEMTRABIO,TRABIO,1,2021,S12,RE1,10.3002
DEMTRABIO,TRABIO,1,2022,S12,RE1,10.5998
DEMTRABIO,TRABIO,1,2023,S12,RE1,10.9003
DEMTRABIO,TRABIO,1,2024,S12,RE1,11.1999
DEMTRABIO,TRABIO,1,2025,S12,RE1,11.5999
DEMTRABIO,TRABIO,1,2026,S12,RE1,11.9004
DEMTRABIO,TRABIO,1,2027,S12,RE1,12.2
DEMTRABIO,TRABIO,1,2028,S12,RE1,12.6001
DEMTRABIO,TRABIO,1,2029,S12,RE1,13.0001
DEMTRABIO,TRABIO,1,2030,S12,RE1,13.4002
DEMTRABIO,TRABIO,1,2031,S12,RE1,13.8002
DEMTRABIO,TRABIO,1,2032,S12,RE1,14.2003
DEMTRABIO,TRABIO,1,2033,S12,RE1,14.6004
DEMTRABIO,TRABIO,1,2034,S12,RE1,15.0004
DEMTRABIO,TRABIO,1,2035,S12,RE1,15.3996
LNDBLT,LBLT,1,2020,S12,RE1,15.0
LNDBLT,LBLT,1,2021,S12,RE1,15.2
LNDBLT,LBLT,1,2022,S12,RE1,15.3
LNDBLT,LBLT,1,2023,S12,RE1,15.5
LNDBLT,LBLT,1,2024,S12,RE1,15.6
LNDBLT,LBLT,1,2025,S12,RE1,15.8
LNDBLT,LBLT,1,2026,S12,RE1,15.9
LNDBLT,LBLT,1,2027,S12,RE1,16.1
LNDBLT,LBLT,1,2028,S12,RE1,16.2
LNDBLT,LBLT,1,2029,S12,RE1,16.4
LNDBLT,LBLT,1,2030,S12,RE1,16.6
LNDBLT,LBLT,1,2031,S12,RE1,16.7
LNDBLT,LBLT,1,2032,S12,RE1,16.9
LNDBLT,LBLT,1,2033,S12,RE1,17.1
LNDBLT,LBLT,1,2034,S12,RE1,17.2
LNDBLT,LBLT,1,2035,S12,RE1,17.4
LNDBLT,WTREVT,1,2020,S12,RE1,11.25
LNDBLT,WTREVT,1,2021,S12,RE1,11.4
LNDBLT,WTREVT,1,2022,S12,RE1,11.475
LNDBLT,WTREVT,1,2023,S12,RE1,11.625
LNDBLT,WTREVT,1,2024,S12,RE1,11.7
LNDBLT,WTREVT,1,2025,S12,RE1,11.85
LNDBLT,WTREVT,1,2026,S12,RE1,11.925
LNDBLT,WTREVT,1,2027,S12,RE1,12.075
LNDBLT,WTREVT,1,2028,S12,RE1,12.15
LNDBLT,WTREVT,1,2029,S12,RE1,12.3
LNDBLT,WTREVT,1,2030,S12,RE1,12.45
LNDBLT,WTREVT,1,2031,S12,RE1,12.525
LNDBLT,WTREVT,1,2032,S12,RE1,12.675
LNDBLT,WTREVT,1,2033,S12,RE1,12.825
LNDBLT,WTREVT,1,2034,S12,RE1,12.9
LNDBLT,WTREVT,1,2035,S12,RE1,13.05
LNDBLT,WTRGWT,1,2020,S12,RE1,0.6
LNDBLT,WTRGWT,1,2021,S12,RE1,0.608
LNDBLT,WTRGWT,1,2022,S12,RE1,0.612
LNDBLT,WTRGWT,1,2023,S12,RE1,0.62
LNDBLT,WTRGWT,1,2024,S12,RE1,0.624
LNDBLT,WTRGWT,1,2025,S12,RE1,0.632
LNDBLT,WTRGWT,1,2026,S12,RE1,0.636
LNDBLT,WTRGWT,1,2027,S12,RE1,0.644
LNDBLT,WTRGWT,1,2028,S12,RE1,0.648
LNDBLT,WTRGWT,1,2029,S12,RE1,0.656
LNDBLT,WTRGWT,1,2030,S12,RE1,0.664
LNDBLT,WTRGWT,1,2031,S12,RE1,0.668
LNDBLT,WTRGWT,1,2032,S12,RE1,0.676
LNDBLT,WTRGWT,1,2033,S12,RE1,0.684
LNDBLT,WTRGWT,1,2034,S12,RE1,0.688
LNDBLT,WTRGWT,1,2035,S12,RE1,0.696
LNDBLT,WTRRUN,1,2020,S12,RE1,6.15
LNDBLT,WTRRUN,1,2021,S12,RE1,6.232
LNDBLT,WTRRUN,1,2022,S12,RE1,6.273
LNDBLT,WTRRUN,1,2023,S12,RE1,6.355
LNDBLT,WTRRUN,1,2024,S12,RE1,6.396
LNDBLT,WTRRUN,1,2025,S12,RE1,6.478
LNDBLT,WTRRUN,1,2026,S12,RE1,6.519
LNDBLT,WTRRUN,1,2027,S12,RE1,6.601
LNDBLT,WTRRUN,1,2028,S12,RE1,6.642
LNDBLT,WTRRUN,1,2029,S12,RE1,6.724
LNDBLT,WTRRUN,1,2030,S12,RE1,6.806
LNDBLT,WTRRUN,1,2031,S12,RE1,6.847
LNDBLT,WTRRUN,1,2032,S12,RE1,6.929
LNDBLT,WTRRUN,1,2033,S12,RE1,7.011
LNDBLT,WTRRUN,1,2034,S12,RE1,7.052
LNDBLT,WTRRUN,1,2035,S12,RE1,7.134
LNDFOR,LFOR,1,2020,S12,RE1,253.6
LNDFOR,LFOR,1,2021,S12,RE1,253.4329
LNDFOR,LFOR,1,2022,S12,RE1,253.3788
LNDFOR,LFOR,1,2023,S12,RE1,253.2256
LNDFOR,LFOR,1,2024,S12,RE1,253.1693
LNDFOR,LFOR,1,2025,S12,RE1,252.9897
LNDFOR,LFOR,1,2026,S12,RE1,252.9324
LNDFOR,LFOR,1,2027,S12,RE1,252.773
LNDFOR,LFOR,1,2028,S12,RE1,252.6889
LNDFOR,LFOR,1,2029,S12,RE1,252.5043
LNDFOR,LFOR,1,2030,S12,RE1,251.7042
LNDFOR,LFOR,1,2031,S12,RE1,251.7042
LNDFOR,LFOR,1,2032,S12,RE1,251.7042
LNDFOR,LFOR,1,2033,S12,RE1,251.7042
LNDFOR,LFOR,1,2034,S12,RE1,251.7042
LNDFOR,LFOR,1,2035,S12,RE1,251.7042
LNDFOR,WTREVT,1,2020,S12,RE1,215.56
LNDFOR,WTREVT,1,2021,S12,RE1,215.418
LNDFOR,WTREVT,1,2022,S12,RE1,215.372
LNDFOR,WTREVT,1,2023,S12,RE1,215.2418
LNDFOR,WTREVT,1,2024,S12,RE1,215.1939
LNDFOR,WTREVT,1,2025,S12,RE1,215.0412
LNDFOR,WTREVT,1,2026,S12,RE1,214.9925
LNDFOR,WTREVT,1,2027,S12,RE1,214.857
LNDFOR,WTREVT,1,2028,S12,RE1,214.7856
LNDFOR,WTREVT,1,2029,S12,RE1,214.6287
LNDFOR,WTREVT,1,2030,S12,RE1,213.9486
LNDFOR,WTREVT,1,2031,S12,RE1,213.9486
LNDFOR,WTREVT,1,2032,S12,RE1,213.9486
LNDFOR,WTREVT,1,2033,S12,RE1,213.9486
LNDFOR,WTREVT,1,2034,S12,RE1,213.9486
LNDFOR,WTREVT,1,2035,S12,RE1,213.9486
LNDFOR,WTRGWT,1,2020,S12,RE1,7.608
LNDFOR,WTRGWT,1,2021,S12,RE1,7.603
LNDFOR,WTRGWT,1,2022,S12,RE1,7.6014
LNDFOR,WTRGWT,1,2023,S12,RE1,7.5968
LNDFOR,WTRGWT,1,2024,S12,RE1,7.5951
LNDFOR,WTRGWT,1,2025,S12,RE1,7.5897
LNDFOR,WTRGWT,1,2026,S12,RE1,7.588
LNDFOR,WTRGWT,1,2027,S12,RE1,7.5832
LNDFOR,WTRGWT,1,2028,S12,RE1,7.5807
LNDFOR,WTRGWT,1,2029,S12,RE1,7.5751
LNDFOR,WTRGWT,1,2030,S12,RE1,7.5511
LNDFOR,WTRGWT,1,2031,S12,RE1,7.5511
LNDFOR,WTRGWT,1,2032,S12,RE1,7.5511
LNDFOR,WTRGWT,1,2033,S12,RE1,7.5511
LNDFOR,WTRGWT,1,2034,S12,RE1,7.5511
LNDFOR,WTRGWT,1,2035,S12,RE1,7.5511
LNDFOR,WTRRUN,1,2020,S12,RE1,81.152
LNDFOR,WTRRUN,1,2021,S12,RE1,81.0985
LNDFOR,WTRRUN,1,2022,S12,RE1,81.0812
LNDFOR,WTRRUN,1,2023,S12,RE1,81.0322
LNDFOR,WTRRUN,1,2024,S12,RE1,81.0142
LNDFOR,WTRRUN,1,2025,S12,RE1,80.9567
LNDFOR,WTRRUN,1,2026,S12,RE1,80.9384
LNDFOR,WTRRUN,1,2027,S12,RE1,80.8874
LNDFOR,WTRRUN,1,2028,S12,RE1,80.8604
LNDFOR,WTRRUN,1,2029,S12,RE1,80.8014
LNDFOR,WTRRUN,1,2030,S12,RE1,80.5453
LNDFOR,WTRRUN,1,2031,S12,RE1,80.5453
LNDFOR,WTRRUN,1,2032,S12,RE1,80.5453
LNDFOR,WTRRUN,1,2033,S12,RE1,80.5453
LNDFOR,WTRRUN,1,2034,S12,RE1,80.5453
LNDFOR,WTRRUN,1,2035,S12,RE1,80.5453
LNDMAIIRR,CRPMAI,1,2020,S12,RE1,0.1549
LNDMAIIRR,CRPMAI,1,2021,S12,RE1,0.3365
LNDMAIIRR,CRPMAI,1,2022,S12,RE1,0.519
LNDMAIIRR,CRPMAI,1,2023,S12,RE1,0.7006
LNDMAIIRR,CRPMAI,1,2024,S12,RE1,0.8831
LNDMAIIRR,CRPMAI,1,2025,S12,RE1,1.0765
LNDMAIIRR,CRPMAI,1,2026,S12,RE1,1.259
LNDMAIIRR,CRPMAI,1,2027,S12,RE1,1.4425
LNDMAIIRR,CRPMAI,1,2028,S12,RE1,1.6369
LNDMAIIRR,CRPMAI,1,2029,S12,RE1,1.8313
LNDMAIIRR,CRPMAI,1,2030,S12,RE1,2.0267
LNDMAIIRR,CRPMAI,1,2031,S12,RE1,2.0831
LNDMAIIRR,CRPMAI,1,2032,S12,RE1,2.1395
LNDMAIIRR,CRPMAI,1,2033,S12,RE1,2.1959
LNDMAIIRR,CRPMAI,1,2034,S12,RE1,2.2522
LNDMAIIRR,CRPMAI,1,2035,S12,RE1,2.3096
LNDMAIIRR,WTREVT,1,2020,S12,RE1,0.1699
LNDMAIIRR,WTREVT,1,2021,S12,RE1,0.369
LNDMAIIRR,WTREVT,1,2022,S12,RE1,0.5691
LNDMAIIRR,WTREVT,1,2023,S12,RE1,0.7682
LNDMAIIRR,WTREVT,1,2024,S12,RE1,0.9683
LNDMAIIRR,WTREVT,1,2025,S12,RE1,1.1804
LNDMAIIRR,WTREVT,1,2026,S12,RE1,1.3804
LNDMAIIRR,WTREVT,1,2027,S12,RE1,1.5817
LNDMAIIRR,WTREVT,1,2028,S12,RE1,1.7948
LNDMAIIRR,WTREVT,1,2029,S12,RE1,2.008
LNDMAIIRR,WTREVT,1,2030,S12,RE1,2.2222
LNDMAIIRR,WTREVT,1,2031,S12,RE1,2.284
LNDMAIIRR,WTREVT,1,2032,S12,RE1,2.3459
LNDMAIIRR,WTREVT,1,2033,S12,RE1,2.4078
LNDMAIIRR,WTREVT,1,2034,S12,RE1,2.4696
LNDMAIIRR,WTREVT,1,2035,S12,RE1,2.5325
LNDMAIIRR,WTRGWT,1,2020,S12,RE1,0.034
LNDMAIIRR,WTRGWT,1,2021,S12,RE1,0.0738
LNDMAIIRR,WTRGWT,1,2022,S12,RE1,0.1138
LNDMAIIRR,WTRGWT,1,2023,S12,RE1,0.1536
LNDMAIIRR,WTRGWT,1,2024,S12,RE1,0.1937
LNDMAIIRR,WTRGWT,1,2025,S12,RE1,0.2361
LNDMAIIRR,WTRGWT,1,2026,S12,RE1,0.2761
LNDMAIIRR,WTRGWT,1,2027,S12,RE1,0.3163
LNDMAIIRR,WTRGWT,1,2028,S12,RE1,0.359
LNDMAIIRR,WTRGWT,1,2029,S12,RE1,0.4016
LNDMAIIRR,WTRGWT,1,2030,S12,RE1,0.4444
LNDMAIIRR,WTRGWT,1,2031,S12,RE1,0.4568
LNDMAIIRR,WTRGWT,1,2032,S12,RE1,0.4692
LNDMAIIRR,WTRGWT,1,2033,S12,RE1,0.4816
LNDMAIIRR,WTRGWT,1,2034,S12,RE1,0.4939
LNDMAIIRR,WTRGWT,1,2035,S12,RE1,0.5065
LNDMAIIRR,WTRRUN,1,2020,S12,RE1,0.3058
LNDMAIIRR,WTRRUN,1,2021,S12,RE1,0.6641
LNDMAIIRR,WTRRUN,1,2022,S12,RE1,1.0244
LNDMAIIRR,WTRRUN,1,2023,S12,RE1,1.3827
LNDMAIIRR,WTRRUN,1,2024,S12,RE1,1.7429
LNDMAIIRR,WTRRUN,1,2025,S12,RE1,2.1246
LNDMAIIRR,WTRRUN,1,2026,S12,RE1,2.4848
LNDMAIIRR,WTRRUN,1,2027,S12,RE1,2.8471
LNDMAIIRR,WTRRUN,1,2028,S12,RE1,3.2307
LNDMAIIRR,WTRRUN,1,2029,S12,RE1,3.6144
LNDMAIIRR,WTRRUN,1,2030,S12,RE1,4.0
LNDMAIIRR,WTRRUN,1,2031,S12,RE1,4.1113
LNDMAIIRR,WTRRUN,1,2032,S12,RE1,4.2226
LNDMAIIRR,WTRRUN,1,2033,S12,RE1,4.334
LNDMAIIRR,WTRRUN,1,2034,S12,RE1,4.4452
LNDMAIIRR,WTRRUN,1,2035,S12,RE1,4.5585
LNDMAIRNF,CRPMAI,1,2020,S12,RE1,1.3899
LNDMAIRNF,CRPMAI,1,2021,S12,RE1,1.2509
LNDMAIRNF,CRPMAI,1,2022,S12,RE1,1.1119
LNDMAIRNF,CRPMAI,1,2023,S12,RE1,0.9729
LNDMAIRNF,CRPMAI,1,2024,S12,RE1,0.8339
LNDMAIRNF,CRPMAI,1,2025,S12,RE1,0.695
LNDMAIRNF,CRPMAI,1,2026,S12,RE1,0.556
LNDMAIRNF,CRPMAI,1,2027,S12,RE1,0.417
LNDMAIRNF,CRPMAI,1,2028,S12,RE1,0.278
LNDMAIRNF,CRPMAI,1,2029,S12,RE1,0.139
LNDMAIRNF,CRPMAI,1,2030,S12,RE1,0.0
LNDMAIRNF,CRPMAI,1,2031,S12,RE1,0.0
LNDMAIRNF,CRPMAI,1,2032,S12,RE1,0.0
LNDMAIRNF,CRPMAI,1,2033,S12,RE1,0.0
LNDMAIRNF,CRPMAI,1,2034,S12,RE1,0.0
LNDMAIRNF,CRPMAI,1,2035,S12,RE1,0.0
LNDMAIRNF,WTREVT,1,2020,S12,RE1,1.64
LNDMAIRNF,WTREVT,1,2021,S12,RE1,1.476
LNDMAIRNF,WTREVT,1,2022,S12,RE1,1.312
LNDMAIRNF,WTREVT,1,2023,S12,RE1,1.148
LNDMAIRNF,WTREVT,1,2024,S12,RE1,0.984
LNDMAIRNF,WTREVT,1,2025,S12,RE1,0.82
LNDMAIRNF,WTREVT,1,2026,S12,RE1,0.656
LNDMAIRNF,WTREVT,1,2027,S12,RE1,0.492
LNDMAIRNF,WTREVT,1,2028,S12,RE1,0.328
LNDMAIRNF,WTREVT,1,2029,S12,RE1,0.164
LNDMAIRNF,WTREVT,1,2030,S12,RE1,0.0
LNDMAIRNF,WTREVT,1,2031,S12,RE1,0.0
LNDMAIRNF,WTREVT,1,2032,S12,RE1,0.0
LNDMAIRNF,WTREVT,1,2033,S12,RE1,0.0
LNDMAIRNF,WTREVT,1,2034,S12,RE1,0.0
LNDMAIRNF,WTREVT,1,2035,S12,RE1,0.0
LNDMAIRNF,WTRGWT,1,2020,S12,RE1,0.328
LNDMAIRNF,WTRGWT,1,2021,S12,RE1,0.2952
LNDMAIRNF,WTRGWT,1,2022,S12,RE1,0.2624
LNDMAIRNF,WTRGWT,1,2023,S12,RE1,0.2296
LNDMAIRNF,WTRGWT,1,2024,S12,RE1,0.1968
LNDMAIRNF,WTRGWT,1,2025,S12,RE1,0.164
LNDMAIRNF,WTRGWT,1,2026,S12,RE1,0.1312
LNDMAIRNF,WTRGWT,1,2027,S12,RE1,0.0984
LNDMAIRNF,WTRGWT,1,2028,S12,RE1,0.0656
LNDMAIRNF,WTRGWT,1,2029,S12,RE1,0.0328
LNDMAIRNF,WTRGWT,1,2030,S12,RE1,0.0
LNDMAIRNF,WTRGWT,1,2031,S12,RE1,0.0
LNDMAIRNF,WTRGWT,1,2032,S12,RE1,0.0
LNDMAIRNF,WTRGWT,1,2033,S12,RE1,0.0
LNDMAIRNF,WTRGWT,1,2034,S12,RE1,0.0
LNDMAIRNF,WTRGWT,1,2035,S12,RE1,0.0
LNDMAIRNF,WTRRUN,1,2020,S12,RE1,2.952
LNDMAIRNF,WTRRUN,1,2021,S12,RE1,2.6568
LNDMAIRNF,WTRRUN,1,2022,S12,RE1,2.3616
LNDMAIRNF,WTRRUN,1,2023,S12,RE1,2.0664
LNDMAIRNF,WTRRUN,1,2024,S12,RE1,1.7712
LNDMAIRNF,WTRRUN,1,2025,S12,RE1,1.476
LNDMAIRNF,WTRRUN,1,2026,S12,RE1,1.1808
LNDMAIRNF,WTRRUN,1,2027,S12,RE1,0.8856
LNDMAIRNF,WTRRUN,1,2028,S12,RE1,0.5904
LNDMAIRNF,WTRRUN,1,2029,S12,RE1,0.2952
LNDMAIRNF,WTRRUN,1,2030,S12,RE1,0.0
LNDMAIRNF,WTRRUN,1,2031,S12,RE1,0.0
LNDMAIRNF,WTRRUN,1,2032,S12,RE1,0.0
LNDMAIRNF,WTRRUN,1,2033,S12,RE1,0.0
LNDMAIRNF,WTRRUN,1,2034,S12,RE1,0.0
LNDMAIRNF,WTRRUN,1,2035,S12,RE1,0.0
LNDRICIRR,CRPRIC,1,2020,S12,RE1,0.5968
LNDRICIRR,CRPRIC,1,2021,S12,RE1,0.6915
LNDRICIRR,CRPRIC,1,2022,S12,RE1,0.8072
LNDRICIRR,CRPRIC,1,2023,S12,RE1,0.9234
LNDRICIRR,CRPRIC,1,2024,S12,RE1,1.0406
LNDRICIRR,CRPRIC,1,2025,S12,RE1,1.1585
LNDRICIRR,CRPRIC,1,2026,S12,RE1,1.2766
LNDRICIRR,CRPRIC,1,2027,S12,RE1,1.3948
LNDRICIRR,CRPRIC,1,2028,S12,RE1,1.514
LNDRICIRR,CRPRIC,1,2029,S12,RE1,1.6348
LNDRICIRR,CRPRIC,1,2030,S12,RE1,1.755
LNDRICIRR,CRPRIC,1,2031,S12,RE1,1.79
LNDRICIRR,CRPRIC,1,2032,S12,RE1,1.8259
LNDRICIRR,CRPRIC,1,2033,S12,RE1,1.8631
LNDRICIRR,CRPRIC,1,2034,S12,RE1,1.9001
LNDRICIRR,CRPRIC,1,2035,S12,RE1,1.938
LNDRICIRR,WTREVT,1,2020,S12,RE1,0.4125
LNDRICIRR,WTREVT,1,2021,S12,RE1,0.478
LNDRICIRR,WTREVT,1,2022,S12,RE1,0.558
LNDRICIRR,WTREVT,1,2023,S12,RE1,0.6383
LNDRICIRR,WTREVT,1,2024,S12,RE1,0.7193
LNDRICIRR,WTREVT,1,2025,S12,RE1,0.8008
LNDRICIRR,WTREVT,1,2026,S12,RE1,0.8824
LNDRICIRR,WTREVT,1,2027,S12,RE1,0.9641
LNDRICIRR,WTREVT,1,2028,S12,RE1,1.0465
LNDRICIRR,WTREVT,1,2029,S12,RE1,1.13
LNDRICIRR,WTREVT,1,2030,S12,RE1,1.2131
LNDRICIRR,WTREVT,1,2031,S12,RE1,1.2374
LNDRICIRR,WTREVT,1,2032,S12,RE1,1.2622
LNDRICIRR,WTREVT,1,2033,S12,RE1,1.2878
LNDRICIRR,WTREVT,1,2034,S12,RE1,1.3134
LNDRICIRR,WTREVT,1,2035,S12,RE1,1.3396
LNDRICIRR,WTRGWT,1,2020,S12,RE1,0.0495
LNDRICIRR,WTRGWT,1,2021,S12,RE1,0.0574
LNDRICIRR,WTRGWT,1,2022,S12,RE1,0.067
LNDRICIRR,WTRGWT,1,2023,S12,RE1,0.0766
LNDRICIRR,WTRGWT,1,2024,S12,RE1,0.0863
LNDRICIRR,WTRGWT,1,2025,S12,RE1,0.0961
LNDRICIRR,WTRGWT,1,2026,S12,RE1,0.1059
LNDRICIRR,WTRGWT,1,2027,S12,RE1,0.1157
LNDRICIRR,WTRGWT,1,2028,S12,RE1,0.1256
LNDRICIRR,WTRGWT,1,2029,S12,RE1,0.1356
LNDRICIRR,WTRGWT,1,2030,S12,RE1,0.1456
LNDRICIRR,WTRGWT,1,2031,S12,RE1,0.1485
LNDRICIRR,WTRGWT,1,2032,S12,RE1,0.1515
LNDRICIRR,WTRGWT,1,2033,S12,RE1,0.1545
LNDRICIRR,WTRGWT,1,2034,S12,RE1,0.1576
LNDRICIRR,WTRGWT,1,2035,S12,RE1,0.1608
LNDRICIRR,WTRRUN,1,2020,S12,RE1,0.4455
LNDRICIRR,WTRRUN,1,2021,S12,RE1,0.5162
LNDRICIRR,WTRRUN,1,2022,S12,RE1,0.6026
LNDRICIRR,WTRRUN,1,2023,S12,RE1,0.6894
LNDRICIRR,WTRRUN,1,2024,S12,RE1,0.7769
LNDRICIRR,WTRRUN,1,2025,S12,RE1,0.8648
LNDRICIRR,WTRRUN,1,2026,S12,RE1,0.953
LNDRICIRR,WTRRUN,1,2027,S12,RE1,1.0413
LNDRICIRR,WTRRUN,1,2028,S12,RE1,1.1303
LNDRICIRR,WTRRUN,1,2029,S12,RE1,1.2204
LNDRICIRR,WTRRUN,1,2030,S12,RE1,1.3102
LNDRICIRR,WTRRUN,1,2031,S12,RE1,1.3363
LNDRICIRR,WTRRUN,1,2032,S12,RE1,1.3631
LNDRICIRR,WTRRUN,1,2033,S12,RE1,1.3909
LNDRICIRR,WTRRUN,1,2034,S12,RE1,1.4185
LNDRICIRR,WTRRUN,1,2035,S12,RE1,1.4468
LNDRICRNF,CRPRIC,1,2020,S12,RE1,0.8638
LNDRICRNF,CRPRIC,1,2021,S12,RE1,0.7776
LNDRICRNF,CRPRIC,1,2022,S12,RE1,0.6908
LNDRICRNF,CRPRIC,1,2023,S12,RE1,0.6046
LNDRICRNF,CRPRIC,1,2024,S12,RE1,0.5184
LNDRICRNF,CRPRIC,1,2025,S12,RE1,0.4316
LNDRICRNF,CRPRIC,1,2026,S12,RE1,0.3454
LNDRICRNF,CRPRIC,1,2027,S12,RE1,0.2592
LNDRICRNF,CRPRIC,1,2028,S12,RE1,0.173
LNDRICRNF,CRPRIC,1,2029,S12,RE1,0.0862
LNDRICRNF,CRPRIC,1,2030,S12,RE1,0.0
LNDRICRNF,CRPRIC,1,2031,S12,RE1,0.0
LNDRICRNF,CRPRIC,1,2032,S12,RE1,0.0
LNDRICRNF,CRPRIC,1,2033,S12,RE1,0.0
LNDRICRNF,CRPRIC,1,2034,S12,RE1,0.0
LNDRICRNF,CRPRIC,1,2035,S12,RE1,0.0
LNDRICRNF,WTREVT,1,2020,S12,RE1,0.8538
LNDRICRNF,WTREVT,1,2021,S12,RE1,0.7686
LNDRICRNF,WTREVT,1,2022,S12,RE1,0.6828
LNDRICRNF,WTREVT,1,2023,S12,RE1,0.5976
LNDRICRNF,WTREVT,1,2024,S12,RE1,0.5124
LNDRICRNF,WTREVT,1,2025,S12,RE1,0.4266
LNDRICRNF,WTREVT,1,2026,S12,RE1,0.3414
LNDRICRNF,WTREVT,1,2027,S12,RE1,0.2562
LNDRICRNF,WTREVT,1,2028,S12,RE1,0.171
LNDRICRNF,WTREVT,1,2029,S12,RE1,0.0852
LNDRICRNF,WTREVT,1,2030,S12,RE1,0.0
LNDRICRNF,WTREVT,1,2031,S12,RE1,0.0
LNDRICRNF,WTREVT,1,2032,S12,RE1,0.0
LNDRICRNF,WTREVT,1,2033,S12,RE1,0.0
LNDRICRNF,WTREVT,1,2034,S12,RE1,0.0
LNDRICRNF,WTREVT,1,2035,S12,RE1,0.0
LNDRICRNF,WTRGWT,1,2020,S12,RE1,0.0854
LNDRICRNF,WTRGWT,1,2021,S12,RE1,0.0769
LNDRICRNF,WTRGWT,1,2022,S12,RE1,0.0683
LNDRICRNF,WTRGWT,1,2023,S12,RE1,0.0598
LNDRICRNF,WTRGWT,1,2024,S12,RE1,0.0512
LNDRICRNF,WTRGWT,1,2025,S12,RE1,0.0427
LNDRICRNF,WTRGWT,1,2026,S12,RE1,0.0341
LNDRICRNF,WTRGWT,1,2027,S12,RE1,0.0256
LNDRICRNF,WTRGWT,1,2028,S12,RE1,0.0171
LNDRICRNF,WTRGWT,1,2029,S12,RE1,0.0085
LNDRICRNF,WTRGWT,1,2030,S12,RE1,0.0
LNDRICRNF,WTRGWT,1,2031,S12,RE1,0.0
LNDRICRNF,WTRGWT,1,2032,S12,RE1,0.0
LNDRICRNF,WTRGWT,1,2033,S12,RE1,0.0
LNDRICRNF,WTRGWT,1,2034,S12,RE1,0.0
LNDRICRNF,WTRGWT,1,2035,S12,RE1,0.0
LNDRICRNF,WTRRUN,1,2020,S12,RE1,0.7684
LNDRICRNF,WTRRUN,1,2021,S12,RE1,0.6917
LNDRICRNF,WTRRUN,1,2022,S12,RE1,0.6145
LNDRICRNF,WTRRUN,1,2023,S12,RE1,0.5378
LNDRICRNF,WTRRUN,1,2024,S12,RE1,0.4612
LNDRICRNF,WTRRUN,1,2025,S12,RE1,0.3839
LNDRICRNF,WTRRUN,1,2026,S12,RE1,0.3073
LNDRICRNF,WTRRUN,1,2027,S12,RE1,0.2306
LNDRICRNF,WTRRUN,1,2028,S12,RE1,0.1539
LNDRICRNF,WTRRUN,1,2029,S12,RE1,0.0767
LNDRICRNF,WTRRUN,1,2030,S12,RE1,0.0
LNDRICRNF,WTRRUN,1,2031,S12,RE1,0.0
LNDRICRNF,WTRRUN,1,2032,S12,RE1,0.0
LNDRICRNF,WTRRUN,1,2033,S12,RE1,0.0
LNDRICRNF,WTRRUN,1,2034,S12,RE1,0.0
LNDRICRNF,WTRRUN,1,2035,S12,RE1,0.0
LNDWAT,LWAT,1,2020,S12,RE1,24.9873
LNDWAT,LWAT,1,2021,S12,RE1,25.021
LNDWAT,LWAT,1,2022,S12,RE1,25.021
LNDWAT,LWAT,1,2023,S12,RE1,25.021
LNDWAT,LWAT,1,2024,S12,RE1,25.021
LNDWAT,LWAT,1,2025,S12,RE1,25.021
LNDWAT,LWAT,1,2026,S12,RE1,25.021
LNDWAT,LWAT,1,2027,S12,RE1,25.021
LNDWAT,LWAT,1,2028,S12,RE1,25.021
LNDWAT,LWAT,1,2029,S12,RE1,25.021
LNDWAT,LWAT,1,2030,S12,RE1,21.9863
LNDWAT,LWAT,1,2031,S12,RE1,23.2537
LNDWAT,LWAT,1,2032,S12,RE1,25.021
LNDWAT,LWAT,1,2033,S12,RE1,24.6632
LNDWAT,LWAT,1,2034,S12,RE1,24.4055
LNDWAT,LWAT,1,2035,S12,RE1,24.0446
LNDWAT,WTREVT,1,2020,S12,RE1,9.9949
LNDWAT,WTREVT,1,2021,S12,RE1,10.0084
LNDWAT,WTREVT,1,2022,S12,RE1,10.0084
LNDWAT,WTREVT,1,2023,S12,RE1,10.0084
LNDWAT,WTREVT,1,2024,S12,RE1,10.0084
LNDWAT,WTREVT,1,2025,S12,RE1,10.0084
LNDWAT,WTREVT,1,2026,S12,RE1,10.0084
LNDWAT,WTREVT,1,2027,S12,RE1,10.0084
LNDWAT,WTREVT,1,2028,S12,RE1,10.0084
LNDWAT,WTREVT,1,2029,S12,RE1,10.0084
LNDWAT,WTREVT,1,2030,S12,RE1,8.7945
LNDWAT,WTREVT,1,2031,S12,RE1,9.3015
