t,f,m,y,l,r,RateOfProductionByTechnology
DEMPWRSURWAT,PWRWAT,1,2025,S12,RE1,0.0453
DEMPWRSURWAT,PWRWAT,1,2026,S12,RE1,0.0493
DEMPWRSURWAT,PWRWAT,1,2027,S12,RE1,0.0533
DEMPWRSURWAT,PWRWAT,1,2028,S12,RE1,0.0575
DEMPWRSURWAT,PWRWAT,1,2029,S12,RE1,0.0622
DEMPWRSURWAT,PWRWAT,1,2030,S12,RE1,0.0645
DEMPWRSURWAT,PWRWAT,1,2031,S12,RE1,0.0694
DEMPWRSURWAT,PWRWAT,1,2032,S12,RE1,0.0726
DEMPWRSURWAT,PWRWAT,1,2033,S12,RE1,0.0782
DEMPWRSURWAT,PWRWAT,1,2034,S12,RE1,0.0842
DEMPWRSURWAT,PWRWAT,1,2035,S12,RE1,0.0905
DEMTRABIO,TRABIO,1,2020,S12,RE1,9.9997
DEMTRABIO,TRABIO,1,2021,S12,RE1,10.3002
DEMTRABIO,TRABIO,1,2022,S12,RE1,10.5998
DEMTRABIO,TRABIO,1,2023,S12,RE1,10.9003
DEMTRABIO,TRABIO,1,2024,S12,RE1,11.1999
DEMTRABIO,TRABIO,1,2025,S12,RE1,11.5999
DEMTRABIO,TRABIO,1,2026,S12,RE1,11.9004
DEMTRABIO,TRABIO,1,2027,S12,RE1,12.2
DEMTRABIO,TRABIO,1,2028,S12,RE1,12.6001
DEMTRABIO,TRABIO,1,2029,S12,RE1,13.0001
DEMTRABIO,TRABIO,1,2030,S12,RE1,13.4002
DEMTRABIO,TRABIO,1,2031,S12,RE1,13.8002
DEMTRABIO,TRABIO,1,2032,S12,RE1,14.2003
DEMTRABIO,TRABIO,1,2033,S12,RE1,14.6004
DEMTRABIO,TRABIO,1,2034,S12,RE1,15.0004
DEMTRABIO,TRABIO,1,2035,S12,RE1,15.3996
LNDBLT,LBLT,1,2020,S12,RE1,15.0
LNDBLT,LBLT,1,2021,S12,RE1,15.2
LNDBLT,LBLT,1,2022,S12,RE1,15.3
LNDBLT,LBLT,1,2023,S12,RE1,15.5
LNDBLT,LBLT,1,2024,S12,RE1,15.6
LNDBLT,LBLT,1,2025,S12,RE1,15.8
LNDBLT,LBLT,1,2026,S12,RE1,15.9
LNDBLT,LBLT,1,2027,S12,RE1,16.1
LNDBLT,LBLT,1,2028,S12,RE1,16.2
LNDBLT,LBLT,1,2029,S12,RE1,16.4
LNDBLT,LBLT,1,2030,S12,RE1,16.6
LNDBLT,LBLT,1,2031,S12,RE1,16.7
LNDBLT,LBLT,1,2032,S12,RE1,16.9
LNDBLT,LBLT,1,2033,S12,RE1,17.1
LNDBLT,LBLT,1,2034,S12,RE1,17.2
LNDBLT,LBLT,1,2035,S12,RE1,17.4
LNDBLT,WTREVT,1,2020,S12,RE1,11.25
LNDBLT,WTREVT,1,2021,S12,RE1,11.248
LNDBLT,WTREVT,1,2022,S12,RE1,11.169
LNDBLT,WTREVT,1,2023,S12,RE1,11.16
LNDBLT,WTREVT,1,2024,S12,RE1,11.076
LNDBLT,WTREVT,1,2025,S12,RE1,11.06
LNDBLT,WTREVT,1,2026,S12,RE1,10.971
LNDBLT,WTREVT,1,2027,S12,RE1,10.948
LNDBLT,WTREVT,1,2028,S12,RE1,11.016
LNDBLT,WTREVT,1,2029,S12,RE1,10.988
LNDBLT,WTREVT,1,2030,S12,RE1,11.122
LNDBLT,WTREVT,1,2031,S12,RE1,11.022
LNDBLT,WTREVT,1,2032,S12,RE1,11.154
LNDBLT,WTREVT,1,2033,S12,RE1,11.286
LNDBLT,WTREVT,1,2034,S12,RE1,11.352
LNDBLT,WTREVT,1,2035,S12,RE1,11.484
LNDBLT,WTRGWT,1,2020,S12,RE1,0.6
LNDBLT,WTRGWT,1,2021,S12,RE1,0.608
LNDBLT,WTRGWT,1,2022,S12,RE1,0.612
LNDBLT,WTRGWT,1,2023,S12,RE1,0.62
LNDBLT,WTRGWT,1,2024,S12,RE1,0.624
LNDBLT,WTRGWT,1,2025,S12,RE1,0.632
LNDBLT,WTRGWT,1,2026,S12,RE1,0.636
LNDBLT,WTRGWT,1,2027,S12,RE1,0.644
LNDBLT,WTRGWT,1,2028,S12,RE1,0.648
LNDBLT,WTRGWT,1,2029,S12,RE1,0.656
LNDBLT,WTRGWT,1,2030,S12,RE1,0.664
LNDBLT,WTRGWT,1,2031,S12,RE1,0.668
LNDBLT,WTRGWT,1,2032,S12,RE1,0.676
LNDBLT,WTRGWT,1,2033,S12,RE1,0.684
LNDBLT,WTRGWT,1,2034,S12,RE1,0.688
LNDBLT,WTRGWT,1,2035,S12,RE1,0.522
LNDBLT,WTRRUN,1,2020,S12,RE1,6.15
LNDBLT,WTRRUN,1,2021,S12,RE1,6.08
LNDBLT,WTRRUN,1,2022,S12,RE1,6.12
LNDBLT,WTRRUN,1,2023,S12,RE1,6.045
LNDBLT,WTRRUN,1,2024,S12,RE1,6.084
LNDBLT,WTRRUN,1,2025,S12,RE1,6.004
LNDBLT,WTRRUN,1,2026,S12,RE1,6.042
LNDBLT,WTRRUN,1,2027,S12,RE1,5.957
LNDBLT,WTRRUN,1,2028,S12,RE1,5.994
LNDBLT,WTRRUN,1,2029,S12,RE1,5.904
LNDBLT,WTRRUN,1,2030,S12,RE1,5.976
LNDBLT,WTRRUN,1,2031,S12,RE1,6.012
LNDBLT,WTRRUN,1,2032,S12,RE1,6.084
LNDBLT,WTRRUN,1,2033,S12,RE1,6.156
LNDBLT,WTRRUN,1,2034,S12,RE1,6.192
LNDBLT,WTRRUN,1,2035,S12,RE1,6.264
LNDFOR,LFOR,1,2020,S12,RE1,253.6
LNDFOR,LFOR,1,2021,S12,RE1,253.4175
LNDFOR,LFOR,1,2022,S12,RE1,253.3505
LNDFOR,LFOR,1,2023,S12,RE1,253.1898
LNDFOR,LFOR,1,2024,S12,RE1,253.1284
LNDFOR,LFOR,1,2025,S12,RE1,252.9477
LNDFOR,LFOR,1,2026,S12,RE1,252.8926
LNDFOR,LFOR,1,2027,S12,RE1,251.8293
LNDFOR,LFOR,1,2028,S12,RE1,252.6626
LNDFOR,LFOR,1,2029,S12,RE1,251.5552
LNDFOR,LFOR,1,2030,S12,RE1,251.7042
LNDFOR,LFOR,1,2031,S12,RE1,251.7042
LNDFOR,LFOR,1,2032,S12,RE1,251.7042
LNDFOR,LFOR,1,2033,S12,RE1,251.7042
LNDFOR,LFOR,1,2034,S12,RE1,251.7042
LNDFOR,LFOR,1,2035,S12,RE1,251.7042
LNDFOR,WTREVT,1,2020,S12,RE1,215.56
LNDFOR,WTREVT,1,2021,S12,RE1,212.8707
LNDFOR,WTREVT,1,2022,S12,RE1,210.2809
LNDFOR,WTREVT,1,2023,S12,RE1,207.6156
LNDFOR,WTREVT,1,2024,S12,RE1,205.034
LNDFOR,WTREVT,1,2025,S12,RE1,202.3582
LNDFOR,WTREVT,1,2026,S12,RE1,199.7852
LNDFOR,WTREVT,1,2027,S12,RE1,196.4269
LNDFOR,WTREVT,1,2028,S12,RE1,194.5502
LNDFOR,WTREVT,1,2029,S12,RE1,191.182
LNDFOR,WTREVT,1,2030,S12,RE1,188.7781
LNDFOR,WTREVT,1,2031,S12,RE1,188.7781
LNDFOR,WTREVT,1,2032,S12,RE1,188.7781
LNDFOR,WTREVT,1,2033,S12,RE1,188.7781
LNDFOR,WTREVT,1,2034,S12,RE1,188.7781
LNDFOR,WTREVT,1,2035,S12,RE1,186.2611
LNDFOR,WTRGWT,1,2020,S12,RE1,7.608
LNDFOR,WTRGWT,1,2021,S12,RE1,7.6025
LNDFOR,WTRGWT,1,2022,S12,RE1,7.6005
LNDFOR,WTRGWT,1,2023,S12,RE1,7.5957
LNDFOR,WTRGWT,1,2024,S12,RE1,7.5939
LNDFOR,WTRGWT,1,2025,S12,RE1,7.5884
LNDFOR,WTRGWT,1,2026,S12,RE1,7.5868
LNDFOR,WTRGWT,1,2027,S12,RE1,7.5549
LNDFOR,WTRGWT,1,2028,S12,RE1,7.5799
LNDFOR,WTRGWT,1,2029,S12,RE1,7.5467
LNDFOR,WTRGWT,1,2030,S12,RE1,7.5511
LNDFOR,WTRGWT,1,2031,S12,RE1,7.5511
LNDFOR,WTRGWT,1,2032,S12,RE1,7.5511
LNDFOR,WTRGWT,1,2033,S12,RE1,7.5511
LNDFOR,WTRGWT,1,2034,S12,RE1,7.5511
LNDFOR,WTRGWT,1,2035,S12,RE1,7.5511
LNDFOR,WTRRUN,1,2020,S12,RE1,81.152
LNDFOR,WTRRUN,1,2021,S12,RE1,81.0936
LNDFOR,WTRRUN,1,2022,S12,RE1,78.5387
LNDFOR,WTRRUN,1,2023,S12,RE1,78.4888
LNDFOR,WTRRUN,1,2024,S12,RE1,75.9385
LNDFOR,WTRRUN,1,2025,S12,RE1,75.8843
LNDFOR,WTRRUN,1,2026,S12,RE1,75.8678
LNDFOR,WTRRUN,1,2027,S12,RE1,73.0305
LNDFOR,WTRRUN,1,2028,S12,RE1,73.2722
LNDFOR,WTRRUN,1,2029,S12,RE1,70.4355
LNDFOR,WTRRUN,1,2030,S12,RE1,70.4772
LNDFOR,WTRRUN,1,2031,S12,RE1,70.4772
LNDFOR,WTRRUN,1,2032,S12,RE1,70.4772
LNDFOR,WTRRUN,1,2033,S12,RE1,70.4772
LNDFOR,WTRRUN,1,2034,S12,RE1,70.4772
LNDFOR,WTRRUN,1,2035,S12,RE1,70.4772
LNDMAIIRR,CRPMAI,1,2020,S12,RE1,0.1549
LNDMAIIRR,CRPMAI,1,2021,S12,RE1,0.3365
LNDMAIIRR,CRPMAI,1,2022,S12,RE1,0.519
LNDMAIIRR,CRPMAI,1,2023,S12,RE1,0.7006
LNDMAIIRR,CRPMAI,1,2024,S12,RE1,0.8831
LNDMAIIRR,CRPMAI,1,2025,S12,RE1,1.0765
LNDMAIIRR,CRPMAI,1,2026,S12,RE1,1.259
LNDMAIIRR,CRPMAI,1,2027,S12,RE1,1.4425
LNDMAIIRR,CRPMAI,1,2028,S12,RE1,1.6369
LNDMAIIRR,CRPMAI,1,2029,S12,RE1,1.8313
LNDMAIIRR,CRPMAI,1,2030,S12,RE1,2.0267
LNDMAIIRR,CRPMAI,1,2031,S12,RE1,2.0831
LNDMAIIRR,CRPMAI,1,2032,S12,RE1,2.1395
LNDMAIIRR,CRPMAI,1,2033,S12,RE1,2.1959
LNDMAIIRR,CRPMAI,1,2034,S12,RE1,2.2522
LNDMAIIRR,CRPMAI,1,2035,S12,RE1,2.3096
LNDMAIIRR,WTREVT,1,2020,S12,RE1,0.1699
LNDMAIIRR,WTREVT,1,2021,S12,RE1,0.369
LNDMAIIRR,WTREVT,1,2022,S12,RE1,0.5691
LNDMAIIRR,WTREVT,1,2023,S12,RE1,0.7682
LNDMAIIRR,WTREVT,1,2024,S12,RE1,0.9683
LNDMAIIRR,WTREVT,1,2025,S12,RE1,1.1804
LNDMAIIRR,WTREVT,1,2026,S12,RE1,1.3804
LNDMAIIRR,WTREVT,1,2027,S12,RE1,1.5817
LNDMAIIRR,WTREVT,1,2028,S12,RE1,1.7948
LNDMAIIRR,WTREVT,1,2029,S12,RE1,2.008
LNDMAIIRR,WTREVT,1,2030,S12,RE1,2.2222
LNDMAIIRR,WTREVT,1,2031,S12,RE1,2.284
LNDMAIIRR,WTREVT,1,2032,S12,RE1,2.3459
LNDMAIIRR,WTREVT,1,2033,S12,RE1,2.4078
LNDMAIIRR,WTREVT,1,2034,S12,RE1,2.4696
LNDMAIIRR,WTREVT,1,2035,S12,RE1,2.5325
LNDMAIIRR,WTRGWT,1,2020,S12,RE1,0.034
LNDMAIIRR,WTRGWT,1,2021,S12,RE1,0.0738
LNDMAIIRR,WTRGWT,1,2022,S12,RE1,0.1138
LNDMAIIRR,WTRGWT,1,2023,S12,RE1,0.1536
LNDMAIIRR,WTRGWT,1,2024,S12,RE1,0.1937
LNDMAIIRR,WTRGWT,1,2025,S12,RE1,0.2361
LNDMAIIRR,WTRGWT,1,2026,S12,RE1,0.2761
LNDMAIIRR,WTRGWT,1,2027,S12,RE1,0.3163
LNDMAIIRR,WTRGWT,1,2028,S12,RE1,0.359
LNDMAIIRR,WTRGWT,1,2029,S12,RE1,0.4016
LNDMAIIRR,WTRGWT,1,2030,S12,RE1,0.4444
LNDMAIIRR,WTRGWT,1,2031,S12,RE1,0.4568
LNDMAIIRR,WTRGWT,1,2032,S12,RE1,0.4692
LNDMAIIRR,WTRGWT,1,2033,S12,RE1,0.4816
LNDMAIIRR,WTRGWT,1,2034,S12,RE1,0.4939
LNDMAIIRR,WTRGWT,1,2035,S12,RE1,0.5065
LNDMAIIRR,WTRRUN,1,2020,S12,RE1,0.3058
LNDMAIIRR,WTRRUN,1,2021,S12,RE1,0.6641
LNDMAIIRR,WTRRUN,1,2022,S12,RE1,1.0244
LNDMAIIRR,WTRRUN,1,2023,S12,RE1,1.3827
LNDMAIIRR,WTRRUN,1,2024,S12,RE1,1.7429
LNDMAIIRR,WTRRUN,1,2025,S12,RE1,2.1246
LNDMAIIRR,WTRRUN,1,2026,S12,RE1,2.4848
LNDMAIIRR,WTRRUN,1,2027,S12,RE1,2.8471
LNDMAIIRR,WTRRUN,1,2028,S12,RE1,3.2307
LNDMAIIRR,WTRRUN,1,2029,S12,RE1,3.6144
LNDMAIIRR,WTRRUN,1,2030,S12,RE1,4.0
LNDMAIIRR,WTRRUN,1,2031,S12,RE1,4.1113
LNDMAIIRR,WTRRUN,1,2032,S12,RE1,4.2226
LNDMAIIRR,WTRRUN,1,2033,S12,RE1,4.334
LNDMAIIRR,WTRRUN,1,2034,S12,RE1,4.4452
LNDMAIIRR,WTRRUN,1,2035,S12,RE1,4.5585
LNDMAIRNF,CRPMAI,1,2020,S12,RE1,1.3899
LNDMAIRNF,CRPMAI,1,2021,S12,RE1,1.2509
LNDMAIRNF,CRPMAI,1,2022,S12,RE1,1.1119
LNDMAIRNF,CRPMAI,1,2023,S12,RE1,0.9729
LNDMAIRNF,CRPMAI,1,2024,S12,RE1,0.8339
LNDMAIRNF,CRPMAI,1,2025,S12,RE1,0.695
LNDMAIRNF,CRPMAI,1,2026,S12,RE1,0.556
LNDMAIRNF,CRPMAI,1,2027,S12,RE1,0.417
LNDMAIRNF,CRPMAI,1,2028,S12,RE1,0.278
LNDMAIRNF,CRPMAI,1,2029,S12,RE1,0.139
LNDMAIRNF,CRPMAI,1,2030,S12,RE1,0.0
LNDMAIRNF,CRPMAI,1,2031,S12,RE1,0.0
LNDMAIRNF,CRPMAI,1,2032,S12,RE1,0.0
LNDMAIRNF,CRPMAI,1,2033,S12,RE1,0.0
LNDMAIRNF,CRPMAI,1,2034,S12,RE1,0.0
LNDMAIRNF,CRPMAI,1,2035,S12,RE1,0.0
LNDMAIRNF,WTREVT,1,2020,S12,RE1,1.64
LNDMAIRNF,WTREVT,1,2021,S12,RE1,1.4391
LNDMAIRNF,WTREVT,1,2022,S12,RE1,1.2792
LNDMAIRNF,WTREVT,1,2023,S12,RE1,1.0906
LNDMAIRNF,WTREVT,1,2024,S12,RE1,0.9348
LNDMAIRNF,WTREVT,1,2025,S12,RE1,0.7585
LNDMAIRNF,WTREVT,1,2026,S12,RE1,0.6068
LNDMAIRNF,WTREVT,1,2027,S12,RE1,0.4551
LNDMAIRNF,WTREVT,1,2028,S12,RE1,0.2952
LNDMAIRNF,WTREVT,1,2029,S12,RE1,0.1476
LNDMAIRNF,WTREVT,1,2030,S12,RE1,0.0
LNDMAIRNF,WTREVT,1,2031,S12,RE1,0.0
LNDMAIRNF,WTREVT,1,2032,S12,RE1,0.0
LNDMAIRNF,WTREVT,1,2033,S12,RE1,0.0
LNDMAIRNF,WTREVT,1,2034,S12,RE1,0.0
LNDMAIRNF,WTREVT,1,2035,S12,RE1,0.0
LNDMAIRNF,WTRGWT,1,2020,S12,RE1,0.328
LNDMAIRNF,WTRGWT,1,2021,S12,RE1,0.2952
LNDMAIRNF,WTRGWT,1,2022,S12,RE1,0.2624
LNDMAIRNF,WTRGWT,1,2023,S12,RE1,0.2296
LNDMAIRNF,WTRGWT,1,2024,S12,RE1,0.1968
LNDMAIRNF,WTRGWT,1,2025,S12,RE1,0.1435
LNDMAIRNF,WTRGWT,1,2026,S12,RE1,0.1148
LNDMAIRNF,WTRGWT,1,2027,S12,RE1,0.0861
LNDMAIRNF,WTRGWT,1,2028,S12,RE1,0.0574
LNDMAIRNF,WTRGWT,1,2029,S12,RE1,0.0287
LNDMAIRNF,WTRGWT,1,2030,S12,RE1,0.0
LNDMAIRNF,WTRGWT,1,2031,S12,RE1,0.0
LNDMAIRNF,WTRGWT,1,2032,S12,RE1,0.0
LNDMAIRNF,WTRGWT,1,2033,S12,RE1,0.0
LNDMAIRNF,WTRGWT,1,2034,S12,RE1,0.0
LNDMAIRNF,WTRGWT,1,2035,S12,RE1,0.0
LNDMAIRNF,WTRRUN,1,2020,S12,RE1,2.952
LNDMAIRNF,WTRRUN,1,2021,S12,RE1,2.6199
LNDMAIRNF,WTRRUN,1,2022,S12,RE1,2.296
LNDMAIRNF,WTRRUN,1,2023,S12,RE1,1.9803
LNDMAIRNF,WTRRUN,1,2024,S12,RE1,1.6728
LNDMAIRNF,WTRRUN,1,2025,S12,RE1,1.3735
LNDMAIRNF,WTRRUN,1,2026,S12,RE1,1.0988
LNDMAIRNF,WTRRUN,1,2027,S12,RE1,0.8118
LNDMAIRNF,WTRRUN,1,2028,S12,RE1,0.533
LNDMAIRNF,WTRRUN,1,2029,S12,RE1,0.2624
LNDMAIRNF,WTRRUN,1,2030,S12,RE1,0.0
LNDMAIRNF,WTRRUN,1,2031,S12,RE1,0.0
LNDMAIRNF,WTRRUN,1,2032,S12,RE1,0.0
LNDMAIRNF,WTRRUN,1,2033,S12,RE1,0.0
LNDMAIRNF,WTRRUN,1,2034,S12,RE1,0.0
LNDMAIRNF,WTRRUN,1,2035,S12,RE1,0.0
LNDRICIRR,CRPRIC,1,2020,S12,RE1,0.5968
LNDRICIRR,CRPRIC,1,2021,S12,RE1,0.7081
LNDRICIRR,CRPRIC,1,2022,S12,RE1,0.8379
LNDRICIRR,CRPRIC,1,2023,S12,RE1,0.9623
LNDRICIRR,CRPRIC,1,2024,S12,RE1,1.085
LNDRICIRR,CRPRIC,1,2025,S12,RE1,1.2039
LNDRICIRR,CRPRIC,1,2026,S12,RE1,1.3199
LNDRICIRR,CRPRIC,1,2027,S12,RE1,1.4324
LNDRICIRR,CRPRIC,1,2028,S12,RE1,1.5425
LNDRICIRR,CRPRIC,1,2029,S12,RE1,1.6506
LNDRICIRR,CRPRIC,1,2030,S12,RE1,1.755
LNDRICIRR,CRPRIC,1,2031,S12,RE1,1.79
LNDRICIRR,CRPRIC,1,2032,S12,RE1,1.8259
LNDRICIRR,CRPRIC,1,2033,S12,RE1,1.8631
LNDRICIRR,CRPRIC,1,2034,S12,RE1,1.9001
LNDRICIRR,CRPRIC,1,2035,S12,RE1,1.938
LNDRICIRR,WTREVT,1,2020,S12,RE1,0.4125
LNDRICIRR,WTREVT,1,2021,S12,RE1,0.4894
LNDRICIRR,WTREVT,1,2022,S12,RE1,0.5792
LNDRICIRR,WTREVT,1,2023,S12,RE1,0.6652
LNDRICIRR,WTREVT,1,2024,S12,RE1,0.75
LNDRICIRR,WTREVT,1,2025,S12,RE1,0.8322
LNDRICIRR,WTREVT,1,2026,S12,RE1,0.9124
LNDRICIRR,WTREVT,1,2027,S12,RE1,0.9902
LNDRICIRR,WTREVT,1,2028,S12,RE1,1.0663
LNDRICIRR,WTREVT,1,2029,S12,RE1,1.141
LNDRICIRR,WTREVT,1,2030,S12,RE1,1.2131
LNDRICIRR,WTREVT,1,2031,S12,RE1,1.2374
LNDRICIRR,WTREVT,1,2032,S12,RE1,1.2622
LNDRICIRR,WTREVT,1,2033,S12,RE1,1.2878
LNDRICIRR,WTREVT,1,2034,S12,RE1,1.3134
LNDRICIRR,WTREVT,1,2035,S12,RE1,1.3396
LNDRICIRR,WTRGWT,1,2020,S12,RE1,0.0495
LNDRICIRR,WTRGWT,1,2021,S12,RE1,0.0587
LNDRICIRR,WTRGWT,1,2022,S12,RE1,0.0695
LNDRICIRR,WTRGWT,1,2023,S12,RE1,0.0798
LNDRICIRR,WTRGWT,1,2024,S12,RE1,0.09
LNDRICIRR,WTRGWT,1,2025,S12,RE1,0.0999
LNDRICIRR,WTRGWT,1,2026,S12,RE1,0.1095
LNDRICIRR,WTRGWT,1,2027,S12,RE1,0.1188
LNDRICIRR,WTRGWT,1,2028,S12,RE1,0.128
LNDRICIRR,WTRGWT,1,2029,S12,RE1,0.1369
LNDRICIRR,WTRGWT,1,2030,S12,RE1,0.1456
LNDRICIRR,WTRGWT,1,2031,S12,RE1,0.1485
LNDRICIRR,WTRGWT,1,2032,S12,RE1,0.1515
LNDRICIRR,WTRGWT,1,2033,S12,RE1,0.1545
LNDRICIRR,WTRGWT,1,2034,S12,RE1,0.1576
LNDRICIRR,WTRGWT,1,2035,S12,RE1,0.1608
LNDRICIRR,WTRRUN,1,2020,S12,RE1,0.4455
LNDRICIRR,WTRRUN,1,2021,S12,RE1,0.5286
LNDRICIRR,WTRRUN,1,2022,S12,RE1,0.6256
LNDRICIRR,WTRRUN,1,2023,S12,RE1,0.7184
LNDRICIRR,WTRRUN,1,2024,S12,RE1,0.81
LNDRICIRR,WTRRUN,1,2025,S12,RE1,0.8988
LNDRICIRR,WTRRUN,1,2026,S12,RE1,0.9854
LNDRICIRR,WTRRUN,1,2027,S12,RE1,1.0694
LNDRICIRR,WTRRUN,1,2028,S12,RE1,1.1516
LNDRICIRR,WTRRUN,1,2029,S12,RE1,1.2323
LNDRICIRR,WTRRUN,1,2030,S12,RE1,1.3102
LNDRICIRR,WTRRUN,1,2031,S12,RE1,1.3363
LNDRICIRR,WTRRUN,1,2032,S12,RE1,1.3631
LNDRICIRR,WTRRUN,1,2033,S12,RE1,1.3909
LNDRICIRR,WTRRUN,1,2034,S12,RE1,1.4185
LNDRICIRR,WTRRUN,1,2035,S12,RE1,1.4468
LNDRICRNF,CRPRIC,1,2020,S12,RE1,0.8638
LNDRICRNF,CRPRIC,1,2021,S12,RE1,0.7609
LNDRICRNF,CRPRIC,1,2022,S12,RE1,0.66
LNDRICRNF,CRPRIC,1,2023,S12,RE1,0.5657
LNDRICRNF,CRPRIC,1,2024,S12,RE1,0.474
LNDRICRNF,CRPRIC,1,2025,S12,RE1,0.3861
LNDRICRNF,CRPRIC,1,2026,S12,RE1,0.3021
LNDRICRNF,CRPRIC,1,2027,S12,RE1,0.2216
LNDRICRNF,CRPRIC,1,2028,S12,RE1,0.1445
LNDRICRNF,CRPRIC,1,2029,S12,RE1,0.0704
LNDRICRNF,CRPRIC,1,2030,S12,RE1,0.0
LNDRICRNF,CRPRIC,1,2031,S12,RE1,0.0
LNDRICRNF,CRPRIC,1,2032,S12,RE1,0.0
LNDRICRNF,CRPRIC,1,2033,S12,RE1,0.0
LNDRICRNF,CRPRIC,1,2034,S12,RE1,0.0
LNDRICRNF,CRPRIC,1,2035,S12,RE1,0.0
LNDRICRNF,WTREVT,1,2020,S12,RE1,0.8538
LNDRICRNF,WTREVT,1,2021,S12,RE1,0.7558
LNDRICRNF,WTREVT,1,2022,S12,RE1,0.66
LNDRICRNF,WTREVT,1,2023,S12,RE1,0.5777
LNDRICRNF,WTREVT,1,2024,S12,RE1,0.4868
LNDRICRNF,WTREVT,1,2025,S12,RE1,0.3982
LNDRICRNF,WTREVT,1,2026,S12,RE1,0.3186
LNDRICRNF,WTREVT,1,2027,S12,RE1,0.2348
LNDRICRNF,WTREVT,1,2028,S12,RE1,0.1539
LNDRICRNF,WTREVT,1,2029,S12,RE1,0.0753
LNDRICRNF,WTREVT,1,2030,S12,RE1,0.0
LNDRICRNF,WTREVT,1,2031,S12,RE1,0.0
LNDRICRNF,WTREVT,1,2032,S12,RE1,0.0
LNDRICRNF,WTREVT,1,2033,S12,RE1,0.0
LNDRICRNF,WTREVT,1,2034,S12,RE1,0.0
LNDRICRNF,WTREVT,1,2035,S12,RE1,0.0
LNDRICRNF,WTRGWT,1,2020,S12,RE1,0.0854
LNDRICRNF,WTRGWT,1,2021,S12,RE1,0.0769
LNDRICRNF,WTRGWT,1,2022,S12,RE1,0.0683
LNDRICRNF,WTRGWT,1,2023,S12,RE1,0.0598
LNDRICRNF,WTRGWT,1,2024,S12,RE1,0.0512
LNDRICRNF,WTRGWT,1,2025,S12,RE1,0.0427
LNDRICRNF,WTRGWT,1,2026,S12,RE1,0.0341
LNDRICRNF,WTRGWT,1,2027,S12,RE1,0.0214
LNDRICRNF,WTRGWT,1,2028,S12,RE1,0.0142
LNDRICRNF,WTRGWT,1,2029,S12,RE1,0.0071
LNDRICRNF,WTRGWT,1,2030,S12,RE1,0.0
LNDRICRNF,WTRGWT,1,2031,S12,RE1,0.0
LNDRICRNF,WTRGWT,1,2032,S12,RE1,0.0
LNDRICRNF,WTRGWT,1,2033,S12,RE1,0.0
LNDRICRNF,WTRGWT,1,2034,S12,RE1,0.0
LNDRICRNF,WTRGWT,1,2035,S12,RE1,0.0
LNDRICRNF,WTRRUN,1,2020,S12,RE1,0.7684
LNDRICRNF,WTRRUN,1,2021,S12,RE1,0.6789
LNDRICRNF,WTRRUN,1,2022,S12,RE1,0.6031
LNDRICRNF,WTRRUN,1,2023,S12,RE1,0.5179
LNDRICRNF,WTRRUN,1,2024,S12,RE1,0.4355
LNDRICRNF,WTRRUN,1,2025,S12,RE1,0.3626
LNDRICRNF,WTRRUN,1,2026,S12,RE1,0.2845
LNDRICRNF,WTRRUN,1,2027,S12,RE1,0.2092
LNDRICRNF,WTRRUN,1,2028,S12,RE1,0.1396
LNDRICRNF,WTRRUN,1,2029,S12,RE1,0.0682
LNDRICRNF,WTRRUN,1,2030,S12,RE1,0.0
LNDRICRNF,WTRRUN,1,2031,S12,RE1,0.0
LNDRICRNF,WTRRUN,1,2032,S12,RE1,0.0
LNDRICRNF,WTRRUN,1,2033,S12,RE1,0.0
LNDRICRNF,WTRRUN,1,2034,S12,RE1,0.0
LNDRICRNF,WTRRUN,1,2035,S12,RE1,0.0
LNDWAT,LWAT,1,2020,S12,RE1,24.9873
LNDWAT,LWAT,1,2021,S12,RE1,25.021
LNDWAT,LWAT,1,2022,S12,RE1,25.021
LNDWAT,LWAT,1,2023,S12,RE1,25.021
LNDWAT,LWAT,1,2024,S12,RE1,25.021
LNDWAT,LWAT,1,2025,S12,RE1,25.021
LNDWAT,LWAT,1,2026,S12,RE1,25.021
LNDWAT,LWAT,1,2027,S12,RE1,20.5188
LNDWAT,LWAT,1,2028,S12,RE1,25.021
LNDWAT,LWAT,1,2029,S12,RE1,20.3926
LNDWAT,LWAT,1,2030,S12,RE1,21.9863
LNDWAT,LWAT,1,2031,S12,RE1,23.2537
LNDWAT,LWAT,1,2032,S12,RE1,25.021
LNDWAT,LWAT,1,2033,S12,RE1,19.0478
LNDWAT,LWAT,1,2034,S12,RE1,24.4055
LNDWAT,LWAT,1,2035,S12,RE1,24.0446
LNDWAT,WTREVT,1,2020,S12,RE1,9.9949
LNDWAT,WTREVT,1,2021,S12,RE1,9.7582
LNDWAT,WTREVT,1,2022,S12,RE1,9.7582
LNDWAT,WTREVT,1,2023,S12,RE1,9.508
LNDWAT,WTREVT,1,2024,S12,RE1,9.508
LNDWAT,WTREVT,1,2025,S12,RE1,9.2578
LNDWAT,WTREVT,1,2026,S12,RE1,9.2578
LNDWAT,WTREVT,1,2027,S12,RE1,7.592
LNDWAT,WTREVT,1,2028,S12,RE1,9.0076
LNDWAT,WTREVT,1,2029,S12,RE1,7.3413
LNDWAT,WTREVT,1,2030,S12,RE1,7.6952
LNDWAT,WTREVT,1,2031,S12,RE1,8.1388
