t,f,m,y,l,r,RateOfUseByTechnologyByMode
DEMAGRGWTWAT,ELC002,1,2033,S21,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2034,S21,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2035,S21,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2020,S21,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2021,S21,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2022,S21,RE1,0.2662
DEMAGRGWTWAT,WTRGWT,1,2023,S21,RE1,0.35
DEMAGRGWTWAT,WTRGWT,1,2024,S21,RE1,0.3
DEMAGRGWTWAT,WTRGWT,1,2025,S21,RE1,0.25
DEMAGRGWTWAT,WTRGWT,1,2026,S21,RE1,0.2
DEMAGRGWTWAT,WTRGWT,1,2027,S21,RE1,0.15
DEMAGRGWTWAT,WTRGWT,1,2028,S21,RE1,0.1
DEMAGRGWTWAT,WTRGWT,1,2029,S21,RE1,0.05
DEMAGRGWTWAT,WTRGWT,1,2030,S21,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2031,S21,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2032,S21,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2033,S21,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2034,S21,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2035,S21,RE1,0.0
DEMAGRSURWAT,ELC002,1,2020,S21,RE1,0.4293
DEMAGRSURWAT,ELC002,1,2021,S21,RE1,0.6669
DEMAGRSURWAT,ELC002,1,2022,S21,RE1,0.688
DEMAGRSURWAT,ELC002,1,2023,S21,RE1,0.9044
DEMAGRSURWAT,ELC002,1,2024,S21,RE1,1.2251
DEMAGRSURWAT,ELC002,1,2025,S21,RE1,1.6096
DEMAGRSURWAT,ELC002,1,2026,S21,RE1,1.958
DEMAGRSURWAT,ELC002,1,2027,S21,RE1,2.3177
DEMAGRSURWAT,ELC002,1,2028,S21,RE1,2.7619
DEMAGRSURWAT,ELC002,1,2029,S21,RE1,3.1626
DEMAGRSURWAT,ELC002,1,2030,S21,RE1,3.575
DEMAGRSURWAT,ELC002,1,2031,S21,RE1,3.6652
DEMAGRSURWAT,ELC002,1,2032,S21,RE1,3.7561
DEMAGRSURWAT,ELC002,1,2033,S21,RE1,3.8477
DEMAGRSURWAT,ELC002,1,2034,S21,RE1,4.0215
DEMAGRSURWAT,ELC002,1,2035,S21,RE1,4.1169
DEMAGRSURWAT,WTRSUR,1,2020,S21,RE1,0.4992
DEMAGRSURWAT,WTRSUR,1,2021,S21,RE1,0.7755
DEMAGRSURWAT,WTRSUR,1,2022,S21,RE1,0.8
DEMAGRSURWAT,WTRSUR,1,2023,S21,RE1,1.0516
DEMAGRSURWAT,WTRSUR,1,2024,S21,RE1,1.4245
DEMAGRSURWAT,WTRSUR,1,2025,S21,RE1,1.8716
DEMAGRSURWAT,WTRSUR,1,2026,S21,RE1,2.2767
DEMAGRSURWAT,WTRSUR,1,2027,S21,RE1,2.695
DEMAGRSURWAT,WTRSUR,1,2028,S21,RE1,3.2115
DEMAGRSURWAT,WTRSUR,1,2029,S21,RE1,3.6774
DEMAGRSURWAT,WTRSUR,1,2030,S21,RE1,4.157
DEMAGRSURWAT,WTRSUR,1,2031,S21,RE1,4.2619
DEMAGRSURWAT,WTRSUR,1,2032,S21,RE1,4.3676
DEMAGRSURWAT,WTRSUR,1,2033,S21,RE1,4.4741
DEMAGRSURWAT,WTRSUR,1,2034,S21,RE1,4.6762
DEMAGRSURWAT,WTRSUR,1,2035,S21,RE1,4.7871
DEMPUBGWTWAT,ELC002,1,2020,S21,RE1,3.4546
DEMPUBGWTWAT,ELC002,1,2021,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2022,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2023,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2024,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2025,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2026,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2027,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2028,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2029,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2030,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2031,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2032,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2033,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2034,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2035,S21,RE1,3.5109
DEMPUBGWTWAT,WTRGWT,1,2020,S21,RE1,0.8167
DEMPUBGWTWAT,WTRGWT,1,2021,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2022,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2023,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2024,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2025,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2026,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2027,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2028,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2029,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2030,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2031,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2032,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2033,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2034,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2035,S21,RE1,0.83
DEMPUBSURWAT,ELC002,1,2020,S21,RE1,2.3406
DEMPUBSURWAT,ELC002,1,2021,S21,RE1,2.6311
DEMPUBSURWAT,ELC002,1,2022,S21,RE1,2.9779
DEMPUBSURWAT,ELC002,1,2023,S21,RE1,3.3338
DEMPUBSURWAT,ELC002,1,2024,S21,RE1,3.7041
DEMPUBSURWAT,ELC002,1,2025,S21,RE1,4.0929
DEMPUBSURWAT,ELC002,1,2026,S21,RE1,4.4959
DEMPUBSURWAT,ELC002,1,2027,S21,RE1,4.913
DEMPUBSURWAT,ELC002,1,2028,S21,RE1,5.3535
DEMPUBSURWAT,ELC002,1,2029,S21,RE1,5.8081
DEMPUBSURWAT,ELC002,1,2030,S21,RE1,6.2861
DEMPUBSURWAT,ELC002,1,2031,S21,RE1,6.7827
DEMPUBSURWAT,ELC002,1,2032,S21,RE1,7.2982
DEMPUBSURWAT,ELC002,1,2033,S21,RE1,7.8371
DEMPUBSURWAT,ELC002,1,2034,S21,RE1,8.3994
DEMPUBSURWAT,ELC002,1,2035,S21,RE1,8.9896
DEMPUBSURWAT,WTRSUR,1,2020,S21,RE1,0.83
DEMPUBSURWAT,WTRSUR,1,2021,S21,RE1,0.933
DEMPUBSURWAT,WTRSUR,1,2022,S21,RE1,1.056
DEMPUBSURWAT,WTRSUR,1,2023,S21,RE1,1.1822
DEMPUBSURWAT,WTRSUR,1,2024,S21,RE1,1.3135
DEMPUBSURWAT,WTRSUR,1,2025,S21,RE1,1.4514
DEMPUBSURWAT,WTRSUR,1,2026,S21,RE1,1.5943
DEMPUBSURWAT,WTRSUR,1,2027,S21,RE1,1.7422
DEMPUBSURWAT,WTRSUR,1,2028,S21,RE1,1.8984
DEMPUBSURWAT,WTRSUR,1,2029,S21,RE1,2.0596
DEMPUBSURWAT,WTRSUR,1,2030,S21,RE1,2.2291
DEMPUBSURWAT,WTRSUR,1,2031,S21,RE1,2.4052
DEMPUBSURWAT,WTRSUR,1,2032,S21,RE1,2.588
DEMPUBSURWAT,WTRSUR,1,2033,S21,RE1,2.7791
DEMPUBSURWAT,WTRSUR,1,2034,S21,RE1,2.9785
DEMPUBSURWAT,WTRSUR,1,2035,S21,RE1,3.1878
DEMPWRSURWAT,ELC002,1,2020,S21,RE1,0.143
DEMPWRSURWAT,ELC002,1,2021,S21,RE1,0.154
DEMPWRSURWAT,ELC002,1,2022,S21,RE1,0.1689
DEMPWRSURWAT,ELC002,1,2023,S21,RE1,0.1861
DEMPWRSURWAT,ELC002,1,2024,S21,RE1,0.2044
DEMPWRSURWAT,ELC002,1,2025,S21,RE1,0.2259
DEMPWRSURWAT,ELC002,1,2026,S21,RE1,0.2524
DEMPWRSURWAT,ELC002,1,2027,S21,RE1,0.2738
DEMPWRSURWAT,ELC002,1,2028,S21,RE1,0.2961
DEMPWRSURWAT,ELC002,1,2029,S21,RE1,0.3209
DEMPWRSURWAT,ELC002,1,2030,S21,RE1,0.3373
DEMPWRSURWAT,ELC002,1,2031,S21,RE1,0.3635
DEMPWRSURWAT,ELC002,1,2032,S21,RE1,0.3917
DEMPWRSURWAT,ELC002,1,2033,S21,RE1,0.421
DEMPWRSURWAT,ELC002,1,2034,S21,RE1,0.4526
DEMPWRSURWAT,ELC002,1,2035,S21,RE1,0.4853
DEMPWRSURWAT,WTRSUR,1,2020,S21,RE1,0.0507
DEMPWRSURWAT,WTRSUR,1,2021,S21,RE1,0.0546
DEMPWRSURWAT,WTRSUR,1,2022,S21,RE1,0.0599
DEMPWRSURWAT,WTRSUR,1,2023,S21,RE1,0.066
DEMPWRSURWAT,WTRSUR,1,2024,S21,RE1,0.0725
DEMPWRSURWAT,WTRSUR,1,2025,S21,RE1,0.0801
DEMPWRSURWAT,WTRSUR,1,2026,S21,RE1,0.0895
DEMPWRSURWAT,WTRSUR,1,2027,S21,RE1,0.0971
DEMPWRSURWAT,WTRSUR,1,2028,S21,RE1,0.105
DEMPWRSURWAT,WTRSUR,1,2029,S21,RE1,0.1138
DEMPWRSURWAT,WTRSUR,1,2030,S21,RE1,0.1196
DEMPWRSURWAT,WTRSUR,1,2031,S21,RE1,0.1289
DEMPWRSURWAT,WTRSUR,1,2032,S21,RE1,0.1389
DEMPWRSURWAT,WTRSUR,1,2033,S21,RE1,0.1493
DEMPWRSURWAT,WTRSUR,1,2034,S21,RE1,0.1605
DEMPWRSURWAT,WTRSUR,1,2035,S21,RE1,0.1721
DEMTRABIO,CRPMAI,1,2020,S21,RE1,1.1848
DEMTRABIO,CRPMAI,1,2021,S21,RE1,1.2204
DEMTRABIO,CRPMAI,1,2022,S21,RE1,1.2559
DEMTRABIO,CRPMAI,1,2023,S21,RE1,1.2915
DEMTRABIO,CRPMAI,1,2024,S21,RE1,1.327
DEMTRABIO,CRPMAI,1,2025,S21,RE1,1.3744
DEMTRABIO,CRPMAI,1,2026,S21,RE1,1.41
DEMTRABIO,CRPMAI,1,2027,S21,RE1,1.4455
DEMTRABIO,CRPMAI,1,2028,S21,RE1,1.4929
DEMTRABIO,CRPMAI,1,2029,S21,RE1,1.5403
DEMTRABIO,CRPMAI,1,2030,S21,RE1,1.5877
DEMTRABIO,CRPMAI,1,2031,S21,RE1,1.6351
DEMTRABIO,CRPMAI,1,2032,S21,RE1,1.6825
DEMTRABIO,CRPMAI,1,2033,S21,RE1,1.7299
DEMTRABIO,CRPMAI,1,2034,S21,RE1,1.7773
DEMTRABIO,CRPMAI,1,2035,S21,RE1,1.8246
LNDBLT,LND,1,2020,S21,RE1,15.0
LNDBLT,LND,1,2021,S21,RE1,15.2
LNDBLT,LND,1,2022,S21,RE1,15.3
LNDBLT,LND,1,2023,S21,RE1,15.5
LNDBLT,LND,1,2024,S21,RE1,15.6
LNDBLT,LND,1,2025,S21,RE1,15.8
LNDBLT,LND,1,2026,S21,RE1,15.9
LNDBLT,LND,1,2027,S21,RE1,16.1
LNDBLT,LND,1,2028,S21,RE1,16.2
LNDBLT,LND,1,2029,S21,RE1,16.4
LNDBLT,LND,1,2030,S21,RE1,16.6
LNDBLT,LND,1,2031,S21,RE1,16.7
LNDBLT,LND,1,2032,S21,RE1,16.9
LNDBLT,LND,1,2033,S21,RE1,17.1
LNDBLT,LND,1,2034,S21,RE1,17.2
LNDBLT,LND,1,2035,S21,RE1,17.4
LNDBLT,WTRPRC,1,2020,S21,RE1,18.0
LNDBLT,WTRPRC,1,2021,S21,RE1,17.936
LNDBLT,WTRPRC,1,2022,S21,RE1,17.901
LNDBLT,WTRPRC,1,2023,S21,RE1,17.825
LNDBLT,WTRPRC,1,2024,S21,RE1,17.784
LNDBLT,WTRPRC,1,2025,S21,RE1,17.696
LNDBLT,WTRPRC,1,2026,S21,RE1,17.649
LNDBLT,WTRPRC,1,2027,S21,RE1,17.71
LNDBLT,WTRPRC,1,2028,S21,RE1,17.496
LNDBLT,WTRPRC,1,2029,S21,RE1,17.548
LNDBLT,WTRPRC,1,2030,S21,RE1,17.596
LNDBLT,WTRPRC,1,2031,S21,RE1,17.702
LNDBLT,WTRPRC,1,2032,S21,RE1,17.914
LNDBLT,WTRPRC,1,2033,S21,RE1,18.126
LNDBLT,WTRPRC,1,2034,S21,RE1,18.06
LNDBLT,WTRPRC,1,2035,S21,RE1,18.27
LNDFOR,LND,1,2020,S21,RE1,253.6
LNDFOR,LND,1,2021,S21,RE1,253.4175
LNDFOR,LND,1,2022,S21,RE1,253.3505
LNDFOR,LND,1,2023,S21,RE1,253.1898
LNDFOR,LND,1,2024,S21,RE1,253.1284
LNDFOR,LND,1,2025,S21,RE1,252.9477
LNDFOR,LND,1,2026,S21,RE1,252.8926
LNDFOR,LND,1,2027,S21,RE1,251.8293
LNDFOR,LND,1,2028,S21,RE1,252.6626
LNDFOR,LND,1,2029,S21,RE1,251.5552
LNDFOR,LND,1,2030,S21,RE1,251.7042
LNDFOR,LND,1,2031,S21,RE1,251.7042
LNDFOR,LND,1,2032,S21,RE1,251.7042
LNDFOR,LND,1,2033,S21,RE1,247.7732
LNDFOR,LND,1,2034,S21,RE1,249.8446
LNDFOR,LND,1,2035,S21,RE1,248.7543
LNDFOR,WTRPRC,1,2020,S21,RE1,304.32
LNDFOR,WTRPRC,1,2021,S21,RE1,299.0326
LNDFOR,WTRPRC,1,2022,S21,RE1,296.4201
LNDFOR,WTRPRC,1,2023,S21,RE1,291.1683
LNDFOR,WTRPRC,1,2024,S21,RE1,288.5664
LNDFOR,WTRPRC,1,2025,S21,RE1,283.3014
LNDFOR,WTRPRC,1,2026,S21,RE1,280.7108
LNDFOR,WTRPRC,1,2027,S21,RE1,277.0122
LNDFOR,WTRPRC,1,2028,S21,RE1,272.8756
LNDFOR,WTRPRC,1,2029,S21,RE1,269.1641
LNDFOR,WTRPRC,1,2030,S21,RE1,266.8065
LNDFOR,WTRPRC,1,2031,S21,RE1,266.8065
LNDFOR,WTRPRC,1,2032,S21,RE1,266.8065
LNDFOR,WTRPRC,1,2033,S21,RE1,262.6396
LNDFOR,WTRPRC,1,2034,S21,RE1,262.3368
LNDFOR,WTRPRC,1,2035,S21,RE1,261.192
LNDMAIIRR,AGRDSL,1,2020,S21,RE1,0.1665
LNDMAIIRR,AGRDSL,1,2021,S21,RE1,0.3616
LNDMAIIRR,AGRDSL,1,2022,S21,RE1,0.5577
LNDMAIIRR,AGRDSL,1,2023,S21,RE1,0.7528
LNDMAIIRR,AGRDSL,1,2024,S21,RE1,0.9489
LNDMAIIRR,AGRDSL,1,2025,S21,RE1,1.1567
LNDMAIIRR,AGRDSL,1,2026,S21,RE1,1.3528
LNDMAIIRR,AGRDSL,1,2027,S21,RE1,1.5501
LNDMAIIRR,AGRDSL,1,2028,S21,RE1,1.759
LNDMAIIRR,AGRDSL,1,2029,S21,RE1,1.9678
LNDMAIIRR,AGRDSL,1,2030,S21,RE1,2.1778
LNDMAIIRR,AGRDSL,1,2031,S21,RE1,2.2384
LNDMAIIRR,AGRDSL,1,2032,S21,RE1,2.299
LNDMAIIRR,AGRDSL,1,2033,S21,RE1,2.3596
LNDMAIIRR,AGRDSL,1,2034,S21,RE1,2.4202
LNDMAIIRR,AGRDSL,1,2035,S21,RE1,2.4818
LNDMAIIRR,AGRWAT,1,2020,S21,RE1,0.1019
LNDMAIIRR,AGRWAT,1,2021,S21,RE1,0.2361
LNDMAIIRR,AGRWAT,1,2022,S21,RE1,0.3756
LNDMAIIRR,AGRWAT,1,2023,S21,RE1,0.5377
LNDMAIIRR,AGRWAT,1,2024,S21,RE1,0.6972
LNDMAIIRR,AGRWAT,1,2025,S21,RE1,0.8971
LNDMAIIRR,AGRWAT,1,2026,S21,RE1,1.0768
LNDMAIIRR,AGRWAT,1,2027,S21,RE1,1.2654
LNDMAIIRR,AGRWAT,1,2028,S21,RE1,1.5077
LNDMAIIRR,AGRWAT,1,2029,S21,RE1,1.7269
LNDMAIIRR,AGRWAT,1,2030,S21,RE1,1.9556
LNDMAIIRR,AGRWAT,1,2031,S21,RE1,2.01
LNDMAIIRR,AGRWAT,1,2032,S21,RE1,2.0644
LNDMAIIRR,AGRWAT,1,2033,S21,RE1,2.1188
LNDMAIIRR,AGRWAT,1,2034,S21,RE1,2.2226
LNDMAIIRR,AGRWAT,1,2035,S21,RE1,2.2793
LNDMAIIRR,LND,1,2020,S21,RE1,0.3398
LNDMAIIRR,LND,1,2021,S21,RE1,0.7379
LNDMAIIRR,LND,1,2022,S21,RE1,1.1382
LNDMAIIRR,LND,1,2023,S21,RE1,1.5363
LNDMAIIRR,LND,1,2024,S21,RE1,1.9366
LNDMAIIRR,LND,1,2025,S21,RE1,2.3607
LNDMAIIRR,LND,1,2026,S21,RE1,2.7609
LNDMAIIRR,LND,1,2027,S21,RE1,3.1634
LNDMAIIRR,LND,1,2028,S21,RE1,3.5897
LNDMAIIRR,LND,1,2029,S21,RE1,4.016
LNDMAIIRR,LND,1,2030,S21,RE1,4.4445
LNDMAIIRR,LND,1,2031,S21,RE1,4.5681
LNDMAIIRR,LND,1,2032,S21,RE1,4.6918
LNDMAIIRR,LND,1,2033,S21,RE1,4.8155
LNDMAIIRR,LND,1,2034,S21,RE1,4.9391
LNDMAIIRR,LND,1,2035,S21,RE1,5.065
LNDMAIIRR,WTRPRC,1,2020,S21,RE1,0.4078
LNDMAIIRR,WTRPRC,1,2021,S21,RE1,0.8707
LNDMAIIRR,WTRPRC,1,2022,S21,RE1,1.3317
LNDMAIIRR,WTRPRC,1,2023,S21,RE1,1.7667
LNDMAIIRR,WTRPRC,1,2024,S21,RE1,2.2077
LNDMAIIRR,WTRPRC,1,2025,S21,RE1,2.644
LNDMAIIRR,WTRPRC,1,2026,S21,RE1,3.0646
LNDMAIIRR,WTRPRC,1,2027,S21,RE1,3.4797
LNDMAIIRR,WTRPRC,1,2028,S21,RE1,3.8769
LNDMAIIRR,WTRPRC,1,2029,S21,RE1,4.2971
LNDMAIIRR,WTRPRC,1,2030,S21,RE1,4.7112
LNDMAIIRR,WTRPRC,1,2031,S21,RE1,4.8422
LNDMAIIRR,WTRPRC,1,2032,S21,RE1,4.9733
LNDMAIIRR,WTRPRC,1,2033,S21,RE1,5.1044
LNDMAIIRR,WTRPRC,1,2034,S21,RE1,5.1861
LNDMAIIRR,WTRPRC,1,2035,S21,RE1,5.3183
LNDMAIRNF,AGRDSL,1,2020,S21,RE1,1.2054
LNDMAIRNF,AGRDSL,1,2021,S21,RE1,1.0849
LNDMAIRNF,AGRDSL,1,2022,S21,RE1,0.9643
LNDMAIRNF,AGRDSL,1,2023,S21,RE1,0.8438
LNDMAIRNF,AGRDSL,1,2024,S21,RE1,0.7232
LNDMAIRNF,AGRDSL,1,2025,S21,RE1,0.6027
LNDMAIRNF,AGRDSL,1,2026,S21,RE1,0.4822
LNDMAIRNF,AGRDSL,1,2027,S21,RE1,0.3616
LNDMAIRNF,AGRDSL,1,2028,S21,RE1,0.2411
LNDMAIRNF,AGRDSL,1,2029,S21,RE1,0.1205
LNDMAIRNF,AGRDSL,1,2030,S21,RE1,0.0
LNDMAIRNF,AGRDSL,1,2031,S21,RE1,0.0
LNDMAIRNF,AGRDSL,1,2032,S21,RE1,0.0
LNDMAIRNF,AGRDSL,1,2033,S21,RE1,0.0
LNDMAIRNF,AGRDSL,1,2034,S21,RE1,0.0
LNDMAIRNF,AGRDSL,1,2035,S21,RE1,0.0
LNDMAIRNF,LND,1,2020,S21,RE1,4.1
LNDMAIRNF,LND,1,2021,S21,RE1,3.69
LNDMAIRNF,LND,1,2022,S21,RE1,3.28
LNDMAIRNF,LND,1,2023,S21,RE1,2.87
LNDMAIRNF,LND,1,2024,S21,RE1,2.46
LNDMAIRNF,LND,1,2025,S21,RE1,2.05
LNDMAIRNF,LND,1,2026,S21,RE1,1.64
LNDMAIRNF,LND,1,2027,S21,RE1,1.23
LNDMAIRNF,LND,1,2028,S21,RE1,0.82
LNDMAIRNF,LND,1,2029,S21,RE1,0.41
LNDMAIRNF,LND,1,2030,S21,RE1,0.0
LNDMAIRNF,LND,1,2031,S21,RE1,0.0
LNDMAIRNF,LND,1,2032,S21,RE1,0.0
LNDMAIRNF,LND,1,2033,S21,RE1,0.0
LNDMAIRNF,LND,1,2034,S21,RE1,0.0
LNDMAIRNF,LND,1,2035,S21,RE1,0.0
LNDMAIRNF,WTRPRC,1,2020,S21,RE1,4.92
LNDMAIRNF,WTRPRC,1,2021,S21,RE1,4.3542
LNDMAIRNF,WTRPRC,1,2022,S21,RE1,3.8376
LNDMAIRNF,WTRPRC,1,2023,S21,RE1,3.3005
LNDMAIRNF,WTRPRC,1,2024,S21,RE1,2.8044
LNDMAIRNF,WTRPRC,1,2025,S21,RE1,2.296
LNDMAIRNF,WTRPRC,1,2026,S21,RE1,1.8204
LNDMAIRNF,WTRPRC,1,2027,S21,RE1,1.353
LNDMAIRNF,WTRPRC,1,2028,S21,RE1,0.8856
LNDMAIRNF,WTRPRC,1,2029,S21,RE1,0.4387
LNDMAIRNF,WTRPRC,1,2030,S21,RE1,0.0
LNDMAIRNF,WTRPRC,1,2031,S21,RE1,0.0
LNDMAIRNF,WTRPRC,1,2032,S21,RE1,0.0
LNDMAIRNF,WTRPRC,1,2033,S21,RE1,0.0
LNDMAIRNF,WTRPRC,1,2034,S21,RE1,0.0
LNDMAIRNF,WTRPRC,1,2035,S21,RE1,0.0
LNDRICIRR,AGRDSL,1,2020,S21,RE1,0.2695
LNDRICIRR,AGRDSL,1,2021,S21,RE1,0.3198
LNDRICIRR,AGRDSL,1,2022,S21,RE1,0.3784
LNDRICIRR,AGRDSL,1,2023,S21,RE1,0.4346
LNDRICIRR,AGRDSL,1,2024,S21,RE1,0.49
LNDRICIRR,AGRDSL,1,2025,S21,RE1,0.5437
LNDRICIRR,AGRDSL,1,2026,S21,RE1,0.5961
LNDRICIRR,AGRDSL,1,2027,S21,RE1,0.6469
LNDRICIRR,AGRDSL,1,2028,S21,RE1,0.6966
LNDRICIRR,AGRDSL,1,2029,S21,RE1,0.7454
LNDRICIRR,AGRDSL,1,2030,S21,RE1,0.7926
LNDRICIRR,AGRDSL,1,2031,S21,RE1,0.8084
LNDRICIRR,AGRDSL,1,2032,S21,RE1,0.8246
LNDRICIRR,AGRDSL,1,2033,S21,RE1,0.8414
LNDRICIRR,AGRDSL,1,2034,S21,RE1,0.8581
LNDRICIRR,AGRDSL,1,2035,S21,RE1,0.8752
LNDRICIRR,AGRWAT,1,2020,S21,RE1,0.2475
LNDRICIRR,AGRWAT,1,2021,S21,RE1,0.3067
LNDRICIRR,AGRWAT,1,2022,S21,RE1,0.3707
LNDRICIRR,AGRWAT,1,2023,S21,RE1,0.4434
LNDRICIRR,AGRWAT,1,2024,S21,RE1,0.51
LNDRICIRR,AGRWAT,1,2025,S21,RE1,0.5881
LNDRICIRR,AGRWAT,1,2026,S21,RE1,0.6569
LNDRICIRR,AGRWAT,1,2027,S21,RE1,0.7261
LNDRICIRR,AGRWAT,1,2028,S21,RE1,0.8104
LNDRICIRR,AGRWAT,1,2029,S21,RE1,0.8824
LNDRICIRR,AGRWAT,1,2030,S21,RE1,0.9543
LNDRICIRR,AGRWAT,1,2031,S21,RE1,0.9734
LNDRICIRR,AGRWAT,1,2032,S21,RE1,0.9929
LNDRICIRR,AGRWAT,1,2033,S21,RE1,1.0131
LNDRICIRR,AGRWAT,1,2034,S21,RE1,1.0507
LNDRICIRR,AGRWAT,1,2035,S21,RE1,1.0717
LNDRICIRR,LND,1,2020,S21,RE1,0.55
LNDRICIRR,LND,1,2021,S21,RE1,0.6526
LNDRICIRR,LND,1,2022,S21,RE1,0.7723
LNDRICIRR,LND,1,2023,S21,RE1,0.8869
LNDRICIRR,LND,1,2024,S21,RE1,1.0
LNDRICIRR,LND,1,2025,S21,RE1,1.1096
LNDRICIRR,LND,1,2026,S21,RE1,1.2165
LNDRICIRR,LND,1,2027,S21,RE1,1.3202
LNDRICIRR,LND,1,2028,S21,RE1,1.4217
LNDRICIRR,LND,1,2029,S21,RE1,1.5213
LNDRICIRR,LND,1,2030,S21,RE1,1.6175
LNDRICIRR,LND,1,2031,S21,RE1,1.6498
LNDRICIRR,LND,1,2032,S21,RE1,1.6829
LNDRICIRR,LND,1,2033,S21,RE1,1.7171
LNDRICIRR,LND,1,2034,S21,RE1,1.7512
LNDRICIRR,LND,1,2035,S21,RE1,1.7862
LNDRICIRR,WTRPRC,1,2020,S21,RE1,0.66
LNDRICIRR,WTRPRC,1,2021,S21,RE1,0.7701
LNDRICIRR,WTRPRC,1,2022,S21,RE1,0.9036
LNDRICIRR,WTRPRC,1,2023,S21,RE1,1.0199
LNDRICIRR,WTRPRC,1,2024,S21,RE1,1.14
LNDRICIRR,WTRPRC,1,2025,S21,RE1,1.2428
LNDRICIRR,WTRPRC,1,2026,S21,RE1,1.3503
LNDRICIRR,WTRPRC,1,2027,S21,RE1,1.4522
LNDRICIRR,WTRPRC,1,2028,S21,RE1,1.5354
LNDRICIRR,WTRPRC,1,2029,S21,RE1,1.6278
LNDRICIRR,WTRPRC,1,2030,S21,RE1,1.7146
LNDRICIRR,WTRPRC,1,2031,S21,RE1,1.7488
LNDRICIRR,WTRPRC,1,2032,S21,RE1,1.7839
LNDRICIRR,WTRPRC,1,2033,S21,RE1,1.8201
LNDRICIRR,WTRPRC,1,2034,S21,RE1,1.8388
LNDRICIRR,WTRPRC,1,2035,S21,RE1,1.8755
LNDRICRNF,AGRDSL,1,2020,S21,RE1,0.3884
LNDRICRNF,AGRDSL,1,2021,S21,RE1,0.3766
LNDRICRNF,AGRDSL,1,2022,S21,RE1,0.3346
LNDRICRNF,AGRDSL,1,2023,S21,RE1,0.2928
LNDRICRNF,AGRDSL,1,2024,S21,RE1,0.2511
LNDRICRNF,AGRDSL,1,2025,S21,RE1,0.209
LNDRICRNF,AGRDSL,1,2026,S21,RE1,0.1673
LNDRICRNF,AGRDSL,1,2027,S21,RE1,0.1255
LNDRICRNF,AGRDSL,1,2028,S21,RE1,0.0838
LNDRICRNF,AGRDSL,1,2029,S21,RE1,0.0417
LNDRICRNF,AGRDSL,1,2030,S21,RE1,0.0
LNDRICRNF,AGRDSL,1,2031,S21,RE1,0.0
LNDRICRNF,AGRDSL,1,2032,S21,RE1,0.0
LNDRICRNF,AGRDSL,1,2033,S21,RE1,0.0
LNDRICRNF,AGRDSL,1,2034,S21,RE1,0.0
LNDRICRNF,AGRDSL,1,2035,S21,RE1,0.0
LNDRICRNF,LND,1,2020,S21,RE1,1.3211
LNDRICRNF,LND,1,2021,S21,RE1,1.281
LNDRICRNF,LND,1,2022,S21,RE1,1.138
LNDRICRNF,LND,1,2023,S21,RE1,0.996
LNDRICRNF,LND,1,2024,S21,RE1,0.854
LNDRICRNF,LND,1,2025,S21,RE1,0.711
LNDRICRNF,LND,1,2026,S21,RE1,0.569
LNDRICRNF,LND,1,2027,S21,RE1,0.427
LNDRICRNF,LND,1,2028,S21,RE1,0.285
